"","ints","mean.K","mean.EC","mean.ECD","mean.PID","mean.FID","max.K","max.EC","max.ECD","max.PID","max.FID","MiHPT_ID","max.depth","top","bottom"
"384","(57,58]",17.15,5.51,304574.8,2014.25,24720.15,29,5.7,384533,2136,26856,"MIHPT-07",73.4,57,58
"385","(58,59]",28.15,5.42,273018.6,2010.5,25208.5,32,5.92,301523,2136,26856,"MIHPT-07",73.4,58,59
"386","(59,60]",27.65,6.5655,257515.3,2014.3,24414.95,30,7.33,272225,2136,26856,"MIHPT-07",73.4,59,60
"387","(60,61]",26.2,6.492,245307.8,2033.4,24231.8,28,6.92,256356,2136,26856,"MIHPT-07",73.4,60,61
"388","(61,62]",28.9,5.767,233466.65,2029.55,24598.15,31,6.62,245369,2213,25636,"MIHPT-07",73.4,61,62
"389","(62,63]",27.85,3.704,214972.55,2014.3,24353.95,37,4.12,235603,2136,25636,"MIHPT-07",73.4,62,63
"390","(63,64]",11.0649999909103,4.1975,230780.95,2037.2,26429.05,24,4.88,238044,2136,28077,"MIHPT-07",73.4,63,64
"391","(64,65]",23.1,4.675,232428.95,2033.3,25818.85,28,4.97,244148,2136,28077,"MIHPT-07",73.4,64,65
"392","(65,66]",22.85,4.372,226691.6,2048.6,25818.75,26,4.57,234382,2136,28077,"MIHPT-07",73.4,65,66
"393","(66,67]",22.05,4.213,223334.5,2098.2,26124,26,4.63,233161,2289,28077,"MIHPT-07",73.4,66,67
"394","(67,68]",28.35,5.247,228949.85,2151.5,28565.4,38,6.44,261238,2289,41505,"MIHPT-07",73.4,67,68
"395","(68,69]",33.5,4.981,212408.85,2105.65,26673.25,36,5.25,228278,2213,29298,"MIHPT-07",73.4,68,69
"396","(69,70]",27.770000000298,5.07,208990.7,2120.9,26551.3,37,5.4,222175,2213,31739,"MIHPT-07",73.4,69,70
"398","(71,72]",12.6550000008196,6.225,200811.7,2117.2,25574.6,76,7.65,230720,2213,29298,"MIHPT-07",73.4,71,72
"493","(44,45]",150,16.815,4365550.7,44457.85,49562.3,150,21.71,15687735,228278,224616,"MIHPT-09",92.7,44,45
"494","(45,46]",22.0740000192076,13.0745,9623523.7,242008.05,188970.5,85,13.71,15699942,559252,527360,"MIHPT-09",92.7,45,46
"503","(54,55]",0.127500000223517,5.5855,677877.05,15770.35,38087.4,0.649999976158142,7.62,986358,21210,53713,"MIHPT-09",92.7,54,55
"507","(58,59]",0.208499999716878,5.4,2366649.45,59320.35,87893,1.29999995231628,6.39,2700278,65310,107425,"MIHPT-09",92.7,58,59
"509","(60,61]",0.849999998882413,5.124,2930875.65,65183.75,84230.75,7.80000019073486,5.76,3221534,69964,92776,"MIHPT-09",92.7,60,61
"510","(61,62]",3.12499996498227,5.4495,3119113.65,69944.55,93996.75,9.69999980926514,6.43,3617054,77288,112308,"MIHPT-09",92.7,61,62
"511","(62,63]",6.82500001229346,5.7715,5371929.1,109855.2,109866.7,12,6.32,8706321,164495,156255,"MIHPT-09",92.7,62,63
"512","(63,64]",4.74499997682869,5.9885,7183874.05,142262,144291.65,15,6.23,8294930,165334,170904,"MIHPT-09",92.7,63,64
"513","(64,65]",2.34350000172853,4.8185,6293588.05,147213.65,210455.65,17,5.92,8539079,180517,322275,"MIHPT-09",92.7,64,65
"515","(66,67]",0.525000015646219,5.031,2037415.65,98632.05,147953.9,5.30000019073486,5.46,2484207,112232,185553,"MIHPT-09",92.7,66,67
"516","(67,68]",1.32000002078712,5.5505,1471846.7,110320.5,175542.55,8.80000019073486,6.13,1933653,153890,249031,"MIHPT-09",92.7,67,68
"517","(68,69]",1.54000000096858,6.0465,1216040.5,100611.85,168218.1,7.69999980926514,7.82,1414838,125278,253914,"MIHPT-09",92.7,68,69
"518","(69,70]",6.33000001013279,5.393,933805.35,75937.6,145512.4,16,6.01,1007111,84155,170904,"MIHPT-09",92.7,69,70
"519","(70,71]",2.39500002488494,6.176,799523.9,65004.45,145512.4,11,6.78,839869,79730,190436,"MIHPT-09",92.7,70,71
"520","(71,72]",3.03949999809265,7.3575,720542.05,61479.55,130131,8.69999980926514,8.45,817896,78433,180670,"MIHPT-09",92.7,71,72
"521","(72,73]",5.86500000283122,6.4685,619952.95,56360.05,119632.5,12,7.79,666524,63631,170904,"MIHPT-09",92.7,72,73
"576","(34,35]",0.540000000968575,13.643,15679983.05,3186666.4,1925840.05,1,16.34,15682852,3317362,2319407,"MIHPT-10",76,34,35
"577","(35,36]",0.542500000819563,9.0315,15683523,3212492.75,2019592.8,1.79999995231628,12.72,15685293,3304392,2275460,"MIHPT-10",76,35,36
"578","(36,37]",3.68450002111495,5.4345,15686391.85,3205626.05,1918027.3,8.60000038146973,6.11,15688955,3299814,2080142,"MIHPT-10",76,36,37
"579","(37,38]",3.68400003612041,7.0225,15688894.25,3082216.8,1528611.2,7.80000019073486,8.79,15692617,3228858,1709037,"MIHPT-10",76,37,38
"580","(38,39]",7.27000002861023,7.789,15691701.75,3041360.15,1497604.35,10,11.46,15693838,3110599,1665090,"MIHPT-10",76,38,39
"581","(39,40]",4.45500001683831,8.3895,14984038.7,2795228.45,1298379.6,8.30000019073486,10.15,15721915,3042696,1655324,"MIHPT-10",76,39,40
"582","(40,41]",2.8879999987781,8.113,15720450.1,1720519.15,726584.7,7.09999990463257,9.94,15731681,1970733,1230506,"MIHPT-10",76,40,41
"583","(41,42]",3.0049999859184,10.1585,15731131.55,1904736.6,826929.55,5.69999980926514,11.39,15732902,2150792,1171911,"MIHPT-10",76,41,42
"584","(42,43]",0.735000013187528,10.955,15733267.8,1896191.3,727073.05,5.90000009536743,16.27,15735344,2494125,1176794,"MIHPT-10",76,42,43
"585","(43,44]",0.279999998956918,7.874,13929502.3,1395611.4,481704.2,2.29999995231628,9.71,15739006,1567888,561541,"MIHPT-10",76,43,44
"589","(47,48]",0.467500001937151,4.4965,5496933,1114459.75,376964.6,2.20000004768372,5.33,7851802,1154363,419935,"MIHPT-10",76,47,48
"590","(48,49]",1.768999992311,4.214,4792504.6,1085428.8,356700.15,6.5,5.25,5746025,1100192,385754,"MIHPT-10",76,48,49
"591","(49,50]",3.36999998167157,3.615,5663625.05,998031.6,357921.05,9.80000019073486,3.99,15746330,1300088,532243,"MIHPT-10",76,49,50
"595","(53,54]",2.2154999949038,5.093,3813165.7,583361.25,252449.1,7.30000019073486,5.86,4946440,595111,263680,"MIHPT-10",76,53,54
"596","(54,55]",3.97499998472631,5.4555,3397320.5,591067.25,249519.3,9.5,6.2,5708182,624866,283212,"MIHPT-10",76,54,55
"597","(55,56]",11.2349999904633,5.4315,3332926.4,610942.45,268318.8,13,5.99,4460585,651570,317392,"MIHPT-10",76,55,56
"598","(56,57]",9.44999990463257,5.269,3704458.8,638676.15,297128.3,13,5.82,4891506,692007,356456,"MIHPT-10",76,56,57
"599","(57,58]",5.07000002861023,5.976,4030945.85,638981.3,311288.85,8.60000038146973,7.34,5833918,701926,361339,"MIHPT-10",76,57,58
"600","(58,59]",7.79000001437962,6.014,5020417,661603.25,326181.75,11,6.97,6528520,725578,395520,"MIHPT-10",76,58,59
"601","(59,60]",10.575,6.2685,4210272.55,622425.1,300790.55,12,6.86,6183050,717948,351573,"MIHPT-10",76,59,60
"602","(60,61]",7.57500002384186,7.481,3214148.15,565698.75,284188.55,9.60000038146973,8.69,3825800,602741,322275,"MIHPT-10",76,60,61
"603","(61,62]",8.40500001907349,7.3345,2871486.55,549447.5,300058,9.60000038146973,7.97,3400982,585955,351573,"MIHPT-10",76,61,62
"604","(62,63]",12.4650000095367,7.4215,2704184.05,547731.05,331308.8,15,8.08,3545030,606555,385754,"MIHPT-10",76,62,63
"605","(63,64]",13.4,7.935,2198675.45,496116.45,307626.5,15,9.18,2515946,531022,346690,"MIHPT-10",76,63,64
"606","(64,65]",10.45,7.3955,2035767.65,469412.85,302499.5,12,8.19,2379223,511948,341807,"MIHPT-10",76,64,65
"607","(65,66]",11.1400000095367,7.113,1919370,448812.85,305429.2,14,9.68,2133854,477615,351573,"MIHPT-10",76,65,66
"608","(66,67]",15,6.7005,1804742.55,426038.4,294930.85,17,7.36,1972716,448622,336924,"MIHPT-10",76,66,67
"609","(67,68]",16.05,5.902,1650379.95,402234,278573.05,19,7.32,1854305,436415,327158,"MIHPT-10",76,67,68
"610","(68,69]",17.65,6.367,1546800.1,386364.35,260261.9,21,9.36,1707816,421918,312510,"MIHPT-10",76,68,69
"611","(69,70]",9.7499999910593,5.6395,1487594.25,378849.1,259773.6,16,6.49,1635792,415052,307627,"MIHPT-10",76,69,70
"612","(70,71]",6.65499999187887,6.314,1386455.95,352984.75,243415.5,15,8.03,1575976,396741,380871,"MIHPT-10",76,70,71
"613","(71,72]",14.05,6.502,1378337.95,354129.1,257820.4,20,7.97,1468551,375378,341807,"MIHPT-10",76,71,72
"614","(72,73]",4.31499998159707,6.737,1303018.25,337382.05,240485.85,13,8.27,1386761,368511,297861,"MIHPT-10",76,72,73
"616","(74,75]",5.06083330574135,7.924,1245514.23529412,336197.235294118,207669.470588235,24,12.47,1368450,398267,297861,"MIHPT-10",76,74,75
"663","(44,45]",7.30769221599285,4.945,1403179.95,309869.75,233405.5,8.69999980926514,5.72,2362132,449843,483413,"MIHPT-11",57,44,45
"664","(45,46]",8.29000000953674,5.1525,989471.05,249183.75,148442.15,9.89999961853027,6.38,1274453,253761,195318,"MIHPT-11",57,45,46
"665","(46,47]",10.3800000429153,6.1115,1005706.85,250854.45,166753.35,14,7.44,1121860,253914,195318,"MIHPT-11",57,46,47
"666","(47,48]",10.9549999952316,7.165,1263344.25,255581.15,204352.05,14,7.92,1475875,265816,283212,"MIHPT-11",57,47,48
"667","(48,49]",12.2599999904633,6.888,1255409.45,262707.15,243903.95,15,8.04,1648000,274056,346690,"MIHPT-11",57,48,49
"668","(49,50]",5.86299999207258,4.947,1125949.85,259270.05,228522.65,13,6.87,1364788,267495,302744,"MIHPT-11",57,49,50
"669","(50,51]",1.20150001756847,4.8735,897854.65,252613.1,201422.15,9.10000038146973,5.85,1080355,258568,239265,"MIHPT-11",57,50,51
"670","(51,52]",1.48199998661876,4.817,860316.9,249793.95,231208.15,6.19999980926514,5.23,926542,252617,292978,"MIHPT-11",57,51,52
"671","(52,53]",3.6850000269711,5.253,803064.1,247424.9,194097.7,10,5.84,887478,249870,253914,"MIHPT-11",57,52,53
"672","(53,54]",0.118500001356006,5.246,744468.55,242587.9,153569.35,0.469999998807907,5.91,788598,245903,175787,"MIHPT-11",57,53,54
"673","(54,55]",0.187499997392297,5.624,821863.4,243900.05,171147.85,1.29999995231628,6.04,915555,247810,209967,"MIHPT-11",57,54,55
"725","(48,49]",68.5,NA,180059.25,2174.25,18311,70,-Inf,185553,2289,19532,"MIHPT-13",81.95,48,49
"726","(49,50]",70.4,14.03,193121.15,2120.95,18188.9,77,14.03,313730,2289,20753,"MIHPT-13",81.95,49,50
"727","(50,51]",55.05,4.029,640339.3,2292.8,25086.4,69,10.89,750755,2441,26856,"MIHPT-13",81.95,50,51
"728","(51,52]",41.2,3.68,662007.6,2327,24781.25,62,3.92,814234,2441,26856,"MIHPT-13",81.95,51,52
"729","(52,53]",10.3300000146031,3.8305,470961.55,2304.2,26856.3,29,4.3,675069,2747,35401,"MIHPT-13",81.95,52,53
"730","(53,54]",5.52050000019372,3.7005,703695.7,2403.2,31983.5,11,4.33,770287,2518,36622,"MIHPT-13",81.95,53,54
"731","(54,55]",17.9349999904633,3.424,698996.1,2361.25,41077.9,22,3.85,730003,2518,45167,"MIHPT-13",81.95,54,55
"732","(55,56]",17.6,3.3945,753074.75,2327,31556.2,20,3.62,875271,2441,40284,"MIHPT-13",81.95,55,56
"733","(56,57]",37.6,3.416,757347.3,2266.2,23316.25,59,3.64,877712,2441,25636,"MIHPT-13",81.95,56,57
"734","(57,58]",2.6400000013411,3.435,780724.6,2292.8,24048.75,36,3.73,950957,2518,26856,"MIHPT-13",81.95,57,58
"735","(58,59]",4.24349997490644,4.015,576799.8,2235.5,21973.25,17,4.35,771508,2365,24415,"MIHPT-13",81.95,58,59
"736","(59,60]",17.95,4.1795,565691.15,2201.2,22156.4,21,4.52,655538,2365,23194,"MIHPT-13",81.95,59,60
"737","(60,61]",21.5,3.6675,824549.15,2330.8,24475.95,24,3.91,966826,2441,29298,"MIHPT-13",81.95,60,61
"738","(61,62]",21.8,3.592,790856.6,2262.4,23255,26,3.76,959502,2365,26856,"MIHPT-13",81.95,61,62
"739","(62,63]",5.37500000111759,3.487,837367,2250.9,25879.75,23,3.63,1191443,2289,30519,"MIHPT-13",81.95,62,63
"740","(63,64]",9.03900004327297,3.6505,886196.5,2197.45,22217.55,16,4.18,1049837,2441,24415,"MIHPT-13",81.95,63,64
"741","(64,65]",14.1650000050664,3.6965,1067720.7,2216.6,22705.65,29,4.17,1158483,2365,24415,"MIHPT-13",81.95,64,65
"742","(65,66]",4.02250001840293,4.762,1293862.7,2228.05,22278.4,22,4.98,1523484,2289,24415,"MIHPT-13",81.95,65,66
"743","(66,67]",22.95,4.3685,1803155.65,2323.2,22705.7,27,4.69,2042298,2441,24415,"MIHPT-13",81.95,66,67
"744","(67,68]",13.9700000051409,3.5845,1672963.65,2349.85,22889,24,4.2,1890927,2518,25636,"MIHPT-13",81.95,67,68
"745","(68,69]",4.52000004835427,4.4855,1616809.6,2288.95,21607.2,10,6.25,2551348,2594,24415,"MIHPT-13",81.95,68,69
"746","(69,70]",0.84615386220125,6.7075,2915195.72222222,2500.66666666667,25771.3333333333,9.80000019073486,8.41,4973296,2823,36622,"MIHPT-13",81.95,69,70
"748","(71,72]",100.956250000279,3.55,1132618.1875,2179.375,17624.25,150,3.55,1427046,2289,19532,"MIHPT-13",81.95,71,72
"749","(72,73]",88.5,3.73615384615385,1144749.3,2243.25,17639.55,100,4.21,1453902,2441,19532,"MIHPT-13",81.95,72,73
"750","(73,74]",29.6425000000745,3.5835,2464552.8,2452.9,21668.2,85,3.77,2872402,2594,24415,"MIHPT-13",81.95,73,74
"751","(74,75]",1.51299999579787,4.014,3771294.15,2697,26856.35,8.89999961853027,4.46,4297006,2823,30519,"MIHPT-13",81.95,74,75
"752","(75,76]",1.73400001525879,4.413,3731925.45,2677.9,25940.8,11,4.82,4846339,2899,32960,"MIHPT-13",81.95,75,76
"753","(76,77]",12.0464999999851,5.239,3840693.35,2708.6,24048.7,18,5.55,4298227,2823,28077,"MIHPT-13",81.95,76,77
"754","(77,78]",20.65,4.805,3671743.05,2674.15,24597.95,27,5.13,4492325,2899,29298,"MIHPT-13",81.95,77,78
"755","(78,79]",16.75,5.262,4335886.75,2823.15,28016.05,20,5.47,5245522,3052,36622,"MIHPT-13",81.95,78,79
"756","(79,80]",19.7000000048429,4.647,4605059.9,2845.95,27344.7,32,5.06,5872982,3052,37843,"MIHPT-13",81.95,79,80
"757","(80,81]",31.8181818181818,4.508,5569627.9375,3009.0625,30289.6875,47,5.72,8467055,3433,39064,"MIHPT-13",81.95,80,81
"806","(46,47]",7.88888887895478,2.521,333384.15,49081.4,43458.7,36,3.23,528581,54170,53713,"MIHPT-14",75.45,46,47
"813","(53,54]",0.527499992772937,2.9875,286690.85,46674.25,44435.3,3.5,3.64,516373,53484,58596,"MIHPT-14",75.45,53,54
"818","(58,59]",3.34750001467764,3.359,291451.85,46403.6,45900.2,11,3.61,366222,48143,48830,"MIHPT-14",75.45,58,59
"819","(59,60]",17.3,3.4125,257332.05,45712.95,47853.4,23,4.08,280770,46312,58596,"MIHPT-14",75.45,59,60
"820","(60,61]",21.15,3.2705,254402.3,45827.5,45167.75,23,4.03,295419,47609,53713,"MIHPT-14",75.45,60,61
"821","(61,62]",25.6,2.857,224372.1,45934.2,48341.65,31,3.46,302744,48448,73244,"MIHPT-14",75.45,61,62
"822","(62,63]",11.1499999817461,2.9285,249946.65,45663.35,46876.8,29,3.39,286874,47151,53713,"MIHPT-14",75.45,62,63
"823","(63,64]",0.304999991878867,3.362,235725.1,45430.6,47609.25,4.19999980926514,3.93,256356,45930,53713,"MIHPT-14",75.45,63,64
"824","(64,65]",5.39099999591708,3.236,223822.75,45159.95,48585.85,12,4.01,280770,45625,53713,"MIHPT-14",75.45,64,65
"825","(65,66]",16.5199999809265,3.1545,226019.95,45674.9,48341.7,18,3.96,242927,46083,53713,"MIHPT-14",75.45,65,66
"826","(66,67]",16.2,3.2685,215765.9,46067.75,50294.9,19,4.13,277108,47990,58596,"MIHPT-14",75.45,66,67
"827","(67,68]",20.85,3.4075,241035.25,47860.65,55177.8,27,4.07,261238,48448,63478,"MIHPT-14",75.45,67,68
"828","(68,69]",26.75,3.7655,257088.05,47917.85,54933.7,34,4.53,319834,49669,63478,"MIHPT-14",75.45,68,69
"829","(69,70]",3.91999999992549,4.4465,374584.2,47895,52736.4,26,5.58,479751,49440,58596,"MIHPT-14",75.45,69,70
"830","(70,71]",0.541499994322658,4.963,557451.2,47391.4,52980.55,5.69999980926514,6.05,842311,48906,58596,"MIHPT-14",75.45,70,71
"831","(71,72]",8.20000000521541,4.7205,978301.4,49024.2,55177.85,16,5.34,1314738,50432,63478,"MIHPT-14",75.45,71,72
"832","(72,73]",24.6550000000745,4.3115,995208.55,48947.9,54201.25,33,5.01,1434370,50813,63478,"MIHPT-14",75.45,72,73
"833","(73,74]",6.76700000353157,5.0595,861964.75,48162.05,57863.3,20,6.8,1453902,52339,63478,"MIHPT-14",75.45,73,74
"873","(36,37]",14.4050000272691,21.905,196966.45,3414.2,40040.6,41,36.65,208747,3586,43947,"MIHPT-15",77,36,37
"874","(37,38]",25.7950000096113,95.647,193365.35,3391.25,37843.25,34,162.68,234382,3510,43947,"MIHPT-15",77,37,38
"875","(38,39]",5.79000001512468,132.2095,237800.2,3414.05,41261.35,26,144.19,296640,3510,43947,"MIHPT-15",77,38,39
"876","(39,40]",1.29700000099838,99.8665,194280.9,3357,35890.05,12,139.24,229499,3510,43947,"MIHPT-15",77,39,40
"877","(40,41]",0.232000001519918,49.5075,221137.1,3368.45,37599.1,2.5,79.77,269784,3510,43947,"MIHPT-15",77,40,41
"878","(41,42]",5.15999997407198,21.93,233527.65,3406.6,44923.6,16,33.3,319834,3662,58596,"MIHPT-15",77,41,42
"879","(42,43]",13.6739999908954,7.5895,182500.75,3379.85,37843.25,22,10.87,280770,3510,43947,"MIHPT-15",77,42,43
"880","(43,44]",1.47000000476837,4.5455,168218.05,3257.65,39796.45,18,5.4,194098,3510,48830,"MIHPT-15",77,43,44
"881","(44,45]",5.34000000283122,4.357,192144.5,3219.5,41993.8,12,5.39,212409,3357,48830,"MIHPT-15",77,44,45
"882","(45,46]",14.345000019297,4.5905,203558.55,3230.9,40284.75,20,5.75,222175,3433,53713,"MIHPT-15",77,45,46
"883","(46,47]",17.160000000149,4.3835,211310.1,3219.55,41017.2,23,5.12,244148,3357,53713,"MIHPT-15",77,46,47
"884","(47,48]",19.1049999952316,4.723,189520.05,3208.2,39064,23,5.8,241707,3281,48830,"MIHPT-15",77,47,48
"885","(48,49]",14.7749999906868,4.825,229987.6,3219.55,44435.3,22,5.37,250252,3281,53713,"MIHPT-15",77,48,49
"886","(49,50]",13.6649999715388,5.413,202093.6,3139.4,39064,20,6.62,235603,3204,48830,"MIHPT-15",77,49,50
"887","(50,51]",7.11050001829863,4.9615,228400.7,3189,43702.85,16,5.67,241707,3281,53713,"MIHPT-15",77,50,51
"888","(51,52]",5.40999999605119,4.9455,215216.5,3135.65,36622.5,17,8.44,236824,3281,43947,"MIHPT-15",77,51,52
"889","(52,53]",8.35000001490116,10.682,212225.7,3124.25,36622.5,23,12.24,240486,3281,43947,"MIHPT-15",77,52,53
"890","(53,54]",0.454999998956919,11.516,239997.5,3120.45,34669.3,5.59999990463257,13.07,314951,3281,43947,"MIHPT-15",77,53,54
"891","(54,55]",1.50100000165403,9.931,187810.9,3071,32960.25,6.59999990463257,13.08,211188,3204,39064,"MIHPT-15",77,54,55
"892","(55,56]",8.93000001236796,7.702,355723.8,3593.6,83254.5,22,9.61,544450,4120,146489,"MIHPT-15",77,55,56
"893","(56,57]",15.2849999789149,7.5895,224982.35,3177.6,41261.35,30,9.02,268563,3357,53713,"MIHPT-15",77,56,57
"894","(57,58]",17.5,6.3225,189031.65,3131.85,40284.75,24,7.53,247810,3281,48830,"MIHPT-15",77,57,58
"895","(58,59]",4.48000000342727,8.381,194036.75,3090.05,36134.2,30,9.56,292978,3281,53713,"MIHPT-15",77,58,59
"896","(59,60]",5.36500003859401,7.292,289986.95,3181.5,46876.65,12,9.59,527360,3510,83010,"MIHPT-15",77,59,60
"897","(60,61]",1.67499999850988,8.344,219916.5,3093.8,40040.6,7.90000009536743,9.11,264901,3204,48830,"MIHPT-15",77,60,61
"898","(61,62]",1.95500002354383,10.44,305978.45,3288.3,55177.65,9.30000019073486,12.78,556658,3815,87893,"MIHPT-15",77,61,62
"899","(62,63]",0.62999998703599,10.909,190740.8,3059.6,36378.35,6.19999980926514,12.06,230720,3128,43947,"MIHPT-15",77,62,63
"900","(63,64]",4.814999987185,13.4105,211310.3,3074.75,38331.55,10,17.69,278329,3128,53713,"MIHPT-15",77,63,64
"901","(64,65]",6.61650003232062,19.381,221930.65,3086.2,37599.1,30,25.09,264901,3204,48830,"MIHPT-15",77,64,65
"902","(65,66]",28.4149999976158,11.811,292733.45,3406.6,78127.15,39,17.48,355235,3739,122074,"MIHPT-15",77,65,66
"903","(66,67]",13.2649999741465,19.168,248420.6,3242.55,51515.35,36,28.51,397961,3739,107425,"MIHPT-15",77,66,67
"904","(67,68]",4.20000001266599,10.6815,171697.25,3052.05,37843.25,20,13.79,198981,3281,43947,"MIHPT-15",77,67,68
"905","(68,69]",3.07000002488494,8.474,177861.95,3112.8,45411.9,16,11.18,191656,3204,53713,"MIHPT-15",77,68,69
"906","(69,70]",5.53500001579523,7.4645,170049.05,3078.6,38331.55,12,8.22,195318,3204,48830,"MIHPT-15",77,69,70
"907","(70,71]",6.67199995368719,6.8985,156132.75,3006.4,34425.15,12,8.42,166021,3052,39064,"MIHPT-15",77,70,71
"908","(71,72]",6.65999999567866,7.066,153386.1,3010.15,32716.1,18,8.46,156255,3052,39064,"MIHPT-15",77,71,72
"909","(72,73]",0.580000010877847,6.7125,158879.3,3029.05,38819.85,5.30000019073486,7.39,172124,3204,43947,"MIHPT-15",77,72,73
"910","(73,74]",9.87000000476837,7.0955,156254.9,3002.55,35401.75,16,7.79,159917,3128,43947,"MIHPT-15",77,73,74
"911","(74,75]",4.52000000104308,8.0785,158207.95,3010.1,35645.9,16,9.52,166021,3204,43947,"MIHPT-15",77,74,75
"912","(75,76]",0.291666675979892,8.262,158768.058823529,3002.64705882353,37053.3529411765,2.40000009536743,9.72,162358,3128,43947,"MIHPT-15",77,75,76
"936","(40,41]",6.80000019073486,3.0195,281075.4,2193.6,24170.75,6.80000019073486,3.23,319834,2289,26856,"MIHPT-17",73.4,40,41
"937","(41,42]",10.8900000095367,2.9225,248542.65,2220.35,24109.75,15,3.03,289315,2365,25636,"MIHPT-17",73.4,41,42
"938","(42,43]",21.55,2.9895,210760.8,2182.1,23377.15,26,3.18,238044,2289,25636,"MIHPT-17",73.4,42,43
"939","(43,44]",24.1974999964237,3.22,209296,2159.25,23682.4,29,3.35,223396,2213,25636,"MIHPT-17",73.4,43,44
"940","(44,45]",28.1,3.3965,200933.9,2124.8,23804.5,33,3.57,219733,2213,25636,"MIHPT-17",73.4,44,45
"941","(45,46]",31.9,4.0645,185369.45,2033.25,23194,34,4.37,213630,2289,25636,"MIHPT-17",73.4,45,46
"942","(46,47]",37.15,4.42,181707.25,1968.35,24048.5,41,4.57,187994,2060,29298,"MIHPT-17",73.4,46,47
"943","(47,48]",41.05,4.264,174565.95,1964.65,23682.4,42,4.51,178228,2136,28077,"MIHPT-17",73.4,47,48
"944","(48,49]",42.5,4.645,192755,1964.7,23743.4,44,4.97,218513,2060,26856,"MIHPT-17",73.4,48,49
"945","(49,50]",40.6,3.9235,236884.75,1991.3,24842.3,43,4.6,281991,2136,26856,"MIHPT-17",73.4,49,50
"946","(50,51]",11.9750000104308,3.679,297982.65,1983.8,25208.5,39,3.96,332041,2060,28077,"MIHPT-17",73.4,50,51
"947","(51,52]",10.6044999808073,3.3885,378490.6,2090.65,30030.15,17,3.53,460219,2289,37843,"MIHPT-17",73.4,51,52
"948","(52,53]",23.05,3.3875,429639.55,1987.45,25513.6,29,3.54,568865,2136,28077,"MIHPT-17",73.4,52,53
"949","(53,54]",32.45,3.386,615009.05,2029.55,26429.1,34,3.53,708029,2136,28077,"MIHPT-17",73.4,53,54
"950","(54,55]",33.25,3.566,595721.3,2025.75,25940.85,36,3.75,676290,2136,28077,"MIHPT-17",73.4,54,55
"951","(55,56]",32.2,3.474,435010.85,2014.35,26306.95,34,4.27,501724,2060,28077,"MIHPT-17",73.4,55,56
"952","(56,57]",29.4099999904633,4.873,391003.2,2010.5,25818.75,36,5.2,433363,2136,28077,"MIHPT-17",73.4,56,57
"953","(57,58]",17.15,5.51,304574.8,2014.25,24720.15,29,5.7,384533,2136,26856,"MIHPT-17",73.4,57,58
"954","(58,59]",28.15,5.42,273018.6,2010.5,25208.5,32,5.92,301523,2136,26856,"MIHPT-17",73.4,58,59
"955","(59,60]",27.65,6.5655,257515.3,2014.3,24414.95,30,7.33,272225,2136,26856,"MIHPT-17",73.4,59,60
"956","(60,61]",26.2,6.492,245307.8,2033.4,24231.8,28,6.92,256356,2136,26856,"MIHPT-17",73.4,60,61
"957","(61,62]",28.9,5.767,233466.65,2029.55,24598.15,31,6.62,245369,2213,25636,"MIHPT-17",73.4,61,62
"958","(62,63]",27.85,3.704,214972.55,2014.3,24353.95,37,4.12,235603,2136,25636,"MIHPT-17",73.4,62,63
"959","(63,64]",11.0649999909103,4.1975,230780.95,2037.2,26429.05,24,4.88,238044,2136,28077,"MIHPT-17",73.4,63,64
"960","(64,65]",23.1,4.675,232428.95,2033.3,25818.85,28,4.97,244148,2136,28077,"MIHPT-17",73.4,64,65
"961","(65,66]",22.85,4.372,226691.6,2048.6,25818.75,26,4.57,234382,2136,28077,"MIHPT-17",73.4,65,66
"962","(66,67]",22.05,4.213,223334.5,2098.2,26124,26,4.63,233161,2289,28077,"MIHPT-17",73.4,66,67
"963","(67,68]",28.35,5.247,228949.85,2151.5,28565.4,38,6.44,261238,2289,41505,"MIHPT-17",73.4,67,68
"964","(68,69]",33.5,4.981,212408.85,2105.65,26673.25,36,5.25,228278,2213,29298,"MIHPT-17",73.4,68,69
"965","(69,70]",27.770000000298,5.07,208990.7,2120.9,26551.3,37,5.4,222175,2213,31739,"MIHPT-17",73.4,69,70
"967","(71,72]",12.6550000008196,6.225,200811.7,2117.2,25574.6,76,7.65,230720,2213,29298,"MIHPT-17",73.4,71,72
"1002","(32,33]",15.5600000098348,13.9055,630634.4,2320360.55,832789.2,26,20.47,651875,2568896,1059603,"MIHPT-20",87.1,32,33
"1003","(33,34]",9.15500000081956,24.385,715475.9,2596438.4,1821344.65,24,31.95,1274453,3789636,6377148,"MIHPT-20",87.1,33,34
"1004","(34,35]",0.680000010877847,26.546,1497360.25,3735007.75,9648976.1,7.80000019073486,30.04,2385326,4721976,18232978,"MIHPT-20",87.1,34,35
"1005","(35,36]",5.40699998959899,21.224,1769280.05,2711417.05,12786522.95,16,27.75,1886044,3135777,14185003,"MIHPT-20",87.1,35,36
"1006","(36,37]",1.3400000013411,25.612,1604113.75,3032548.05,10868495.75,13,30.41,1751762,3436384,12314829,"MIHPT-20",87.1,36,37
"1008","(38,39]",0.745999991893768,14.607,765343.1,2989364.25,1582567.8,4.40000009536743,16.29,954619,5062258,3252052,"MIHPT-20",87.1,38,39
