LOCID,BEGDEPTH,ENDDEPTH,LOGDATE,ASTMCODE,HS_UNIT,VISDESC,USER_COMMENTS,lithcode
B4MWI,224.6,234.6,1997-07-30T06:00:00Z,NDPS,NA,"PREDOMINATELY BIOTITE AMPHIBOLITE, VERY DARK GREENISH GRAY, HARD, MEDIUM BEDDED, NONWEATHERED, FRACTURE, BROKEN, SCHIST, MUSCOVITE, DRY. RUN - 9, RECOVERY = 100%, RQD = 89%, JOINT SPACONG MAX = 0.9, MIN = 0.13, AVG = 0.48', FRACTURES APPEAR",NA,NDPS
B4MWI,234.6,244.6,1997-07-30T06:00:00Z,NDPS,NA,"INTERCALATED BIOTITE AMPHIBOLITE, GNEISS, MUSCOVITE, SCHIST, THINLY BEDDED, AVERAGE HARDNESS, MASSIVE, BIOTITE, GRAYISH GREEN, GNEISS IS LIGHT GRAY, MUSCOVITE/ SCHIST IS DARK GRAY. RUN - 10, RECOVERY = 100%, RDQ = 95%, JOINT SPACING MAX = 1",NA,NDPS
B4MWI,162.5,167.5,1997-07-30T06:00:00Z,NDPS,NA,"MUSCOVITE SCHIST; SOME GNEISS, SCHIST IS DARK GRAY, SOFT TO AVERAGE, BROKEN MEDIUM BEDDED FRESH TO V. SLIGHT WEATHERING, TRACE GARNETS IN SCHIST, GNEISS AT 162.5'- 162.9 AND  AT 163.7 - 164.4', GRAY VERY HARD, QUARTZITE LENSES FROM 1/16 TO",NA,NDPS
B4MWI,140,150,1997-07-30T06:00:00Z,NDPS,NA,"SCHIST, DARK GRAY, HARD, COMPETENT, TRACE QUARTZ, WET. GRANTIC TEXTURE, SALT AND PEPPER COLORED,  1/4 SIZE ROCK CHIPS.",NA,NDPS
B4MWI,38.5,40,1997-07-30T06:00:00Z,SM,NA,"FILL, GRAY, MOTTLED (YELLOWISH BROWN), VERY FINE GRAIN, SAND, LITTLE SILT, MICACEOUS, VERY MOIST.",NA,SILTY SAND
B4MWI,40,50,1997-07-30T06:00:00Z,SM,NA,"FILL, GRAY, MOTTLED (BROWN), VERY FINE GRAIN, SAND, LITTLE SILT, WET, END OF FILL MATERIAL AT 42'.",NA,SILTY SAND
B4MWI,80,90,1997-07-30T06:00:00Z,NDPS,NA,"SCHIST, , RED/GRAY COMPETENT, MICACEOUS, QUARTZ, FELDSPAR, WEATHERED GARNETS, LITTLE MICA (MUSCOVITE), COMPETENT, WET.",NA,NDPS
B4MWI,167.5,169.4,1997-07-30T06:00:00Z,NDPS,NA,"MUSCOVITE SCHIST; WITH QUARTZITE LENSES FROM 1/32 - 1/8; MEDIUM TO THICK BEDDED, DARK GRAY, HARD, FRESH TO NONWEATHERED, FOLIATION DIP AT 45 DEGREE. NO GARNETS. RUN 3 - RECOVERY 100%, RQD= 100%, JOINT SPACING MAX = 1.35', MIN = 0.85', AVG",NA,NDPS
B4MWI,70,76,1997-07-30T06:00:00Z,SM,NA,"VERY DARK GRAYISH BROWN, VERY FINE TO FINE GRAIN, SAND, LITTLE SILT, WEATHERED GARNETS, VERY MICACEOUS, WET. AUGER REFUSED AT 76', BROKEN 76 TO 76.5', SCHIST, RED/GRAY COMPETENT, MICACEOUS, QUARTZ.",NA,SILTY SAND
B4MWI,76,80,1997-07-30T06:00:00Z,NDPS,NA," AUGER REFUSED AT 76', BROKEN 76 TO 76.5', SCHIST, RED/GRAY COMPETENT, MICACEOUS, QUARTZ.",NA,NDPS
B4MWI,160,162.5,1997-07-30T06:00:00Z,NDPS,NA,"MUSCOVITE SCHIST; DARK GRAY, HARD, MASSIVE, VERY SLIGHT WEATHERING, MEDIUM TO THICKLY BEDDED. GARNETIPERONS, ABUNDANT QUARTZITE LENSES FROM 1/16 TO 1/2 THICK, FOLIATION DIP 45 DEGREE. RUN 1 - RECOVERY = 100%, RQD =100%, JOINT SPACING - MA",NA,NDPS
B4MWI,6,10,1997-07-30T06:00:00Z,SM,NA,"FILL, BROWN, MOTTLED (BLACK, GREEN, BROWNISH YELLOW), VERY FINE TO MEDIUM GRAIN, SAND, LITTLE SILT, PEBBLES, MICACEOUS, ROCK FRAGMENTS, MOIST. COLOR CHANGE AT 10FT..",NA,SILTY SAND
B4MWI,194.6,204.6,1997-07-30T06:00:00Z,NDPS,NA,"GARNET MUSCOVITE SCHIST, DARK GRAY, MEDIUM BEDDED, AVERAGE TO HARD, FRACTURE SPACING = MASSIVE WEATHERING = FRESH. APPROX. 12% OF RUN IS GNEISS LENSES RANGING FROM 1/8 TO 4, COLOR OF GNEISS IS LIGHT GRAY, COMPOSITION IS PLAGIIOCLASE, FELD",NA,NDPS
B4MWI,204.6,214.6,1997-07-30T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY, MEDIUM BEDDED, HARD FRACTURE SPACING = MASSIVE WEATHERING = FRESH. MUSCOVITE, SCHIST, WITH SOME GARNETS IS 40% OF RUN, MOST OF IT IS ABOVE 210', GARNETS ARE COARSE SAND SIZED. MOST GNEISS HAS GRANITIC TEXTURE, WITH LARGE",NA,NDPS
B4MWI,169.4,174.5,1997-07-30T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY WITH SOME PINKISH PHENOCRYSTS, BECOMES GREENISH GRAY AT 174.2'  - 174.6'; FRESH MASSIVE BEDDING, HARD. MOST OF GNEISS HAS APPERANCE OF A GRANODIORITE (SALT AND PEPPER), MEDIUM GRAINED, SOME GNEISS (@ 2', 3' 5' & 7' FROM T",NA,NDPS
B4MWI,174.5,184.6,1997-07-30T06:00:00Z,NDPS,NA,"PREDOMINANTLY MUSCOVITE SCHIST (SOME GNEISS), DARK GRAY, AVERAGE TO HARD, FRESH TO NON WEATHERED. MEDIUM BEDDED, SLIGHTLY BROKEN TO MASSIVE (FRACTURE SPACING). 174.5 - 175' SCHIST IS GREENISH GRAY, GNEISS LENSES AT 175' - 176', INTERBEDDED",NA,NDPS
B4MWI,90,100,1997-07-30T06:00:00Z,NDPS,NA,"SCHIST, WHITE/LIGHT GRAY, COMPETENT, PLAGIOCLASE/FELDSPAR/QUARTZ, TRACE MUSCOVITE, MOIST. SMALL COARSE GRAIN ROCK CUTTINGS,  FELDSPAR VEIN, SOFT/MODERATLY HARD ROCK, WATER BEARING.",NA,NDPS
B4MWI,150,160,1997-07-30T06:00:00Z,NDPS,NA,"SCHIST, DARK GRAY, HARD, COMPETENT, TRACE QUARTZ, WET. GRANTIC TEXTURE, SALT AND PEPPER COLORED,  1/4 SIZE ROCK CHIPS. SHARP JAGGED EDGES.",NA,NDPS
B4MWI,184.6,194.6,1997-07-30T06:00:00Z,NDPS,NA,"MUSCOVITE SCHIST, DARK GRAY, MEDIUM BEDDED, AVERAGE TO HARD, MASSIVE (FRACTURE SPACING), NON WEATHERED ( FRESH). 20% OF RUN IS GNEISS AS BANDS RANGING FROM 1/8 TO 8'. PINK ORTHOCLASEPHENOCYST FOUND IN GNEISS BANDS, PYRITE ALONG FOLIATION P",NA,NDPS
B4MWQ,85,90,1997-08-21T06:00:00Z,SM,NA,"BEDROCK, SCHIST, BROKEN, WEATHERED, FRACTURED, VERY MICACEOUS, WEATHERED GARNETS, SOME SAND.",NA,SILTY SAND
B4MWQ,0,0.4,1997-08-21T06:00:00Z,SM,NA,"FILL: LOOSE, DARK BROWN, HOMOGENEOUS, VERY FINE GRAIN, SAND, SOME SILT, LITTLE GRAVEL, DRY.  DESCRIPTION LOGGED FROM CUTTINGS.",NA,SILTY SAND
B4MWQ,272,280,1997-08-21T06:00:00Z,NDPS,NA,"MUSCOVITE, BIOTITE, SCHIST, VERY DARK GRAY,AVERAGE HARDNESS, MASSIVE FRACTURE SPACING, THINLY  BEDDED. RUN 15, RECOVERY = 100%, RQD =90%, JOINT SPACING, MAX = 1.25'', MIN =0.05, AVG = 0.60'.",NA,NDPS
B4MWQ,80,85,1997-08-21T06:00:00Z,SM,NA,"VERY DENSE, BROWN, VERY FINE TO MEDIUM GRAIN, SAND, SOME SILT, WET, SOFT. (SAPROLITE)",NA,SILTY SAND
B4MWQ,20,22.5,1997-08-21T06:00:00Z,SM,NA,"FILL: LOOSE, REDDISH BROWN, VERY FINE GRAIN, SAND, LITTLE SILT, TRACE MICA, TRACE GRAVEL, DRY.",NA,SILTY SAND
B4MWQ,22.5,30,1997-08-21T06:00:00Z,SM,NA,"FILL: LIGHT REDDISH BROWN, MOTTLED (RED), MEDIUM GRAIN, SAND, LITTLE SILT, LITTLE CLAY, LITTLE MICA, MOIST.",NA,SILTY SAND
B4MWQ,30,40,1997-08-21T06:00:00Z,SM,NA,"LIGHT REDDISH BROWN, MOTTLED (RED), MEDIUM GRAIN, SAND, LITTLE SILT, LITTLE CLAY, LITTLE MICA, MOIST. ENCOUNTERED GROUND WATER AY 32FT., MICA CONTENT INCREASING WITH DEPTH.",NA,SILTY SAND
B4MWQ,73.2,80,1997-08-21T06:00:00Z,SM,NA,"VERY DENSE, BROWN, SAND, SOME SCHIST FRAGMENTS, SOFT, WET. INJECTING WATER, SOFT CUTTING (AIR HAMMER).",NA,SILTY SAND
B4MWQ,140,150,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, BLACK & WHITE, FELDSPAR, MICA, BIOTITE, TRACE PLAGIOCLASE, WET,  QUARTZ.",NA,NDPS
B4MWQ,150,160,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, BLACK & WHITE, BIOTITE, FELDSPAR, TRACE GARNETS, WET",NA,NDPS
B4MWQ,70,73.2,1997-08-21T06:00:00Z,SM,NA,"BROWN, FINE TO MEDIUM GRAIN, SAND, SOME SILT, SCHIST FRAGMENTS, VERY DENSE DRILLING, AUGER REFUSAL AT 73.2FT. .",NA,SILTY SAND
B4MWQ,0.4,2,1997-08-21T06:00:00Z,SM,NA,"FILL: LOOSE, DARK BROWN, HOMOGENEOUS, VERY FINE GRAIN, SAND, SOME SILT, LITTLE GRAVEL, DRY.  DESCRIPTION LOGGED FROM CUTTINGS. COLOR CHANGE TO RED, SILT CONTENT LITTLE, VERY LOOSE.",NA,SILTY SAND
B4MWQ,2,10,1997-08-21T06:00:00Z,SM,NA,"FILL: LOOSE, DARK BROWN, HOMOGENEOUS, VERY FINE GRAIN, SAND, SOME SILT, LITTLE GRAVEL, DRY.  DESCRIPTION LOGGED FROM CUTTINGS. COLOR CHANGE TO LIGHT RED, LOOSE.",NA,SILTY SAND
B4MWQ,10,20,1997-08-21T06:00:00Z,SM,NA,"FILL: LOOSE, LIGHT RED, HOMOGENEOUS, VERY FINE GRAIN, SAND, LITTLE SILT, DRY, TRACE MICA, TRACE GRAVEL. AT 16FT. COLOR CHANGE TO REDDISH BROWN (2.5YR 4/3).",NA,SILTY SAND
B4MWQ,160,170,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, BLACK & WHITE, BIOTITE, FELDSPAR, TRACE GARNETS, WET, MICA.",NA,NDPS
B4MWQ,200,203,1997-08-21T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY, THICK BEDDING, VERY HARD, MASSIVE FRACTURE SPACING, SLIGHTLY WEATHERED ON FRACTURE FACES. IRON STAINING, GARNETS, RUN 6, RECOVERY = 100%, RQD = 100%, JOINT SPACING, MAX = >0.75, MIN = >0.75, AVG = >0.75.",NA,NDPS
B4MWQ,40,45,1997-08-21T06:00:00Z,SM,NA,"VERY PALE BROWN, FINE GRAIN, SAND, SOME SILT, LITTLE CLAY, SOME MICA, MOIST..",NA,SILTY SAND
B4MWQ,45,50,1997-08-21T06:00:00Z,SM,NA,"BROWN, HOMOGENEOUS, VERY FINE GRAIN, SAND, SOME SILT, MOIST, LITTLE MICA. GRADING TO (10YR 4/3) BROWN AT 49FT..",NA,SILTY SAND
B4MWQ,190,200,1997-08-21T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY, THICK BEDDING, VERY HARD, MASSIVE FRACTURE SPACING, SLIGHTLY WEATHERED ON FRACTURE FACES. RUN 5 RECOVERY = 100%, RQD = 100%, JOINT SPACING, MAX = 1.35, MIN = 0.35, AVG = 0.87.",NA,NDPS
B4MWQ,50,60,1997-08-21T06:00:00Z,SM,NA,"BROWN, VERY FINE GRAIN, SAND, SOME SILT, LITTLE MICA, MOIST, TRACE SCHIST FRAGMENTS.",NA,SILTY SAND
B4MWQ,60,70,1997-08-21T06:00:00Z,SM,NA,"BROWN, HOMOGENEOUS, FINE GRAIN, SAND, SOME SILT, MICA, TRACE SCHIST FRAGMENTS, MOIST. AT 68FT. FRACTURED, WEATHERED, BROKEN ROCK. (SCHIST)",NA,SILTY SAND
B4MWQ,244,252.5,1997-08-21T06:00:00Z,NDPS,NA,"GARNETS, MUSCOVITE, BIOTITE, SCHIST, VERY DARK GRAY,AVERAGE HARDNESS, SLIGHTLY TO NONWEATHERED, MASSIVE FRACTURE SPACING, THINLY TO MEDIUM  BEDDED. RUN 12, RECOVERY = 100%, RQD = 96%, JOINT SPACING, MAX = 0.15', MIN = 1.95', AVG =0.8'. NO S",NA,NDPS
B4MWQ,252.5,262,1997-08-21T06:00:00Z,NDPS,NA,"MUSCOVITE, BIOTITE, SCHIST, VERY DARK GRAY,AVERAGE HARDNESS, SLIGHTLY TO NONWEATHERED, MASSIVE FRACTURE SPACING, MEDIUM  BEDDED. RUN 13, RECOVERY = 100%, RQD =98%, JOINT SPACING, MAX =2.15'', MIN =0.2', AVG = 0.95'.",NA,NDPS
B4MWQ,262,272,1997-08-21T06:00:00Z,NDPS,NA,"MUSCOVITE, BIOTITE, SCHIST, VERY DARK GRAY,AVERAGE HARDNESS, SLIGHTLY BROKEN FRACTURE SPACING, THIN TO  MEDIUM  BEDDED. RUN 14, RECOVERY = 100%, RQD = 92%, JOINT SPACING, MAX = 1.6'', MIN = 0.1'', AVG =0.47'.",NA,NDPS
B4MWQ,170,175,1997-08-21T06:00:00Z,NDPS,NA,"GNEISS, VERY DARK GREENISH GRAY TO LIGHT GRAY, THICK BEDDING AVERAGE TO HARD, MASSIVE FRACTURE SPACING, (UNBROKEN),  VERY DARK GREENISH GRAY, MUSCOVITE, FINE TO VERY FINE GRAIN, WEATHERED, AVERAGE HARDNESS, QUARTZ, FELDSPAR. SOME SILT. RUN",NA,NDPS
B4MWQ,175,180,1997-08-21T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY, THICK BEDDING, VERY HARD, UNBROKEN FRACTURE SPACING, SLIGHTLY WEATHERED TO UNWEATHERED ON FRACTURE FACES, QUARTZ, PLAGIOCLASE, FELDSPAR, MUSCOVITE.BIOTITE, AMPHBOLE, GARNETS ( COARSE SAND SIZED), PYRITE (TRACE). RUN 2 RE",NA,NDPS
B4MWQ,180,190,1997-08-21T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY, THICK BEDDING, VERY HARD, MASSIVE FRACTURE SPACING, SLIGHTLY WEATHERED TO UNWEATHERED ON FRACTURE FACES. RUN 3, RECOVERY = 100%, RQD = 100%, JOINT SPACING MAX = 1.0, MIN = 1.0, AVG = 1.0, NEAR HORIZONTIAL FRACTURES. RUN",NA,NDPS
B4MWQ,110,120,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, MICACEOUS, BLACK, MOIST.",NA,NDPS
B4MWQ,120,130,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, BLACK & WHITE, FELDSPAR, MICA, BIOTITE, TRACE PLAGIOCLASE, WET, TRACE QUARTZ, SLIGHTLY WEATHERED SCHIST.",NA,NDPS
B4MWQ,90,100,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, BLACK COMPETENT, MICRO LAMINATED, WEATHERED GARNETS, AVERAGE HARDNESS. STOPPED INJECTING WATER, CUTTING RATE CHANGES, SOFT FRACTURED, BROKEN. AT 94' HARD COMPETENT, SCHIST, MICACEOUS, BLACK GARNETS (20%), SLIGHT WEATHERING, WET. SMA",NA,NDPS
B4MWQ,100,110,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, MICACEOUS, BLACK, MOIST.",NA,NDPS
B4MWQ,225,234.5,1997-08-21T06:00:00Z,NDPS,NA,"BIOTITE, MUSCOVITE, SCHIST, VERY DARK GRAY, AVERAGE HARDNESS, SLIGHTLY TO NON WEATHERED FRACTURE SPACING, THIN TO MEDIUM  BEDDED. RUN 10 , RECOVERY = 100%, RQD =87%, JOINT SPACING, MAX = 0.9, MIN =0.05, AVG =0.44'. AT 228' TO 229', GNEISS,",NA,NDPS
B4MWQ,203,205.5,1997-08-21T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY, THICK BEDDING, VERY HARD, MASSIVE FRACTURE SPACING, SLIGHTLY WEATHERED TO FRESH FRACTURE SURFACES.  FRACTURES ARE NEAR HORIZONTAL WITH NO STAINING ON THEM.   RUN7, RECOVERY = 100%, RQD = 100%, JOINT SPACING, MAX =0.4, MI",NA,NDPS
B4MWQ,130,140,1997-08-21T06:00:00Z,NDPS,NA,"SCHIST, BLACK & WHITE, FELDSPAR, MICA, BIOTITE, TRACE PLAGIOCLASE, WET,  QUARTZ.",NA,NDPS
B4MWQ,234.5,244,1997-08-21T06:00:00Z,NDPS,NA,"GARNETS, MUSCOVITE, BIOTITE, SCHIST, VERY DARK GRAY TO VERY DARK GREENISH GRAY, AVERAGE HSRDNESS, SLIGHTLY TO NONWEATHERED, MASSIVE FRACTURE SPACING, THINLY BEDDED. RUN 11, RECOVERY = 100%, RQD = 96%, JOINT SPACING, MAX = 1.6', MIN = 0.2',",NA,NDPS
B4MWQ,280,290,1997-08-21T06:00:00Z,NDPS,NA,"MUSCOVITE, BIOTITE, SCHIST, VERY DARK GRAY,AVERAGE HARDNESS, MASSIVE FRACTURE SPACING, THIN TO THICK  BEDDED, FRESH TO SLIGHTLY WEATHERED FRACTURE FACES. RUN 16, RECOVERY = 100%, RQD = 100%, JOINT SPACING, MAX =1.15', MIN = 0.35',  AVG =0.7",NA,NDPS
B4MWQ,205.5,215,1997-08-21T06:00:00Z,NDPS,NA,"GNEISS, LIGHT GRAY, THICK BEDDING, VERY HARD, MASSIVE FRACTURE SPACING, SLIGHTLY WEATHERED TO UNWEATHERED ON FRACTURE FACES. IRON STAINING, GARNETS, RUN 8, RECOVERY = 100%, RQD =92%, JOINT SPACING, MAX =1.25, MIN = 0.1, AVG = 0.49.",NA,NDPS
B4MWQ,215,225,1997-08-21T06:00:00Z,NDPS,NA,"BIOTITE, MUSCOVITE, SCHIST, VERY DARK GRAY, AVERAGE HARDNESS, SLIGHTLY TO NON WEATHERED FRACTURE SPACING, MASSIVE TO THINLY BEDDED. RUN 9 , RECOVERY = 100%, RQD = 78%, JOINT SPACING, MAX = 3.0, MIN = 0.04, AVG = 0.53', SOME RUST STAINING AL",NA,NDPS
B4MWT,300,304,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, BLACK, PLATY, MICACEOUS, TRACE QUARTZ.",NA,NDPS
B4MWT,304,310,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, BLACK/WHITE, SOME SCHIST, ROSE QUARTZ. 310' BOTTOM OF HOLE.",NA,NDPS
B4MWT,40,44,1997-11-05T07:00:00Z,SW,NA,"FILL: MEDIUM DENSE, VERY DARK GRAYISH BROWN, HOMOGENEOUS, VERY FINE TO COARSE GRAIN, SAND, LITTLE SILT, ORGANICS, POORLY SORTED, WET.",NA,SAND
B4MWT,250,260,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, MICA, HARD, MUSCOVITE, PLATY TRACE GARNET, WET.",NA,NDPS
B4MWT,44,45.5,1997-11-05T07:00:00Z,ML,NA,"COLOR GRADING TO BLACK ST 44FT., STIFF, NO P[LASTICITY, SILT, SOME SAND, WET.",NA,SILT
B4MWT,4,6,1997-11-05T07:00:00Z,ML,NA,"FILL:  HARD, YELLOWISH RED, MOTTLED (BROWN, GRAY), MEDIUM GRAIN SILT, SOME SAND, DRY.",NA,SILT
B4MWT,50,58,1997-11-05T07:00:00Z,CL,NA,"VERY STIFF, YELLOWISH RED MOTTLED (LIGHT BROWN), HIGH PLASTICITY, CLAY, LITTLE SILT, 30% BLACK MANGANESE VEINS, WET.  ENCOUNTERED ROCK AT 51 FT.",NA,CLAY
B4MWT,58,60,1997-11-05T07:00:00Z,NDPS,NA,"HORN BLEND GNEISS, TRACE QUARTZ, TRACE PLAGIOCLASE, BLACK, HARD, SOME IRON STAINING, TRACE SCHIST, WET.  AUGER REFUSAL AT 58.3 FT.",NA,NDPS
B4MWT,297,300,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, BLACK, PLATY, MICACEOUS, TRACE QUARTZ.",NA,NDPS
B4MWT,29,30,1997-11-05T07:00:00Z,ML,NA,"FILL HARD, DARK YELLOWISH BROWN, MOTTLED (RED, VERY DARK BROWN, PINK, WHITE), NO PLASTICITY, SILT, SOME SAND, VERY FINE TO MEDIUM GRAIN, MICACEOUS, ORGANICS (ROOTS), GRAVEL VERY COARSE GRAIN FRAGMENTS, MOIST. ENCOUNTERED GROUNDWATER AT 29.6",NA,SILT
B4MWT,30,40,1997-11-05T07:00:00Z,ML,NA,"FILL: VERY STIFF, VERY DARK GRAYISH BROWN, MOTTLED (WEAK RED, LIGHT BROWN, BROWNISH ORANGE), LOW PLASTICITY, VERY FINE GRAIN, SILT, LITTLE SAND, TRACE CLAY, MICACEOUS, ORGANICS, SCHIST FRAGMENTS, WET BELOW 38' (STRONG BROWN), TRACE MICA, (R",NA,SILT
B4MWT,120,130,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, VERY WEATHERED, GRAY, LITTLE AMPHIBOLE (BLACK), LITTLE GARNETS (VERY WEATHERED), LITTLE QUARTZ, LITTLE PLAGIOCLASE, TRACE MUSCOVITE/BIOTITE FRAGMENTS, WET",NA,NDPS
B4MWT,130,140,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, VERY WEATHERED, LITTLE AMPHIBOLE (BLACK FINE GRAIN), LITTLE GARNETS (VERY WEATHERED, VERY COARSE GRAIN SIZE), LITTLE QUARTZ, LITTLE PLAGIOCLASE, VERY MICACEOUS, SOME IRON STAINING ON FRAGMENTS, WET.",NA,NDPS
B4MWT,260,270,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, MICA, HARD, MUSCOVITE, PLATY TRACE GARNET, BLACK WET.",NA,NDPS
B4MWT,45.5,50,1997-11-05T07:00:00Z,ML,NA,"SOFT, YELLOWISH RED, HOMOGENEOUS, NO PLASTICITY, SILT, 30% BLACK MAGANESE, FRIABLE, WET.",NA,SILT
B4MWT,280,282,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, BLACK, MICACEOUS, HARD, WET.",NA,NDPS
B4MWT,282,290,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, BLACK & WHITE, WET.",NA,NDPS
B4MWT,290,297,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, BLACK & WHITE, WET.",NA,NDPS
B4MWT,2,4,1997-11-05T07:00:00Z,ML,NA,"FILL: (COLOR CHANGING TO (2.5 YR 4/6) RED, MOTTLED (DARK BROWN, PINK), NO PLASTICITY, SILT, SOME VERY FINE GRAIN PEBBLES TO FINE GRAIN ROCK FRAGMENTS, DRY.",NA,SILT
B4MWT,6,8.6,1997-11-05T07:00:00Z,ML,NA,"FILL: VERY STIFF, RED, LOW PLASTICITY, VERY FINE GRAIN, SILT, SOME CLAY, LITTLE SAND, ROCK FRAGMENTS, SCHIST FRAGMENTS, DRY.",NA,SILT
B4MWT,8.6,10,1997-11-05T07:00:00Z,ML,NA,"FILL: VERY STIFF DARK YELLOWISH BROWN, MOTTLED (LIGHT BROWN, GRAY), NO PLASTICITY, VERY FINE GRAIN, SILT, LITTLE SAND, DRY.",NA,SILT
B4MWT,17,20,1997-11-05T07:00:00Z,SM,NA,"FILL: MEDIUM DENSE, WEAK RED, MOTTLED (LIGHT/DARK BROWN), VERY FINE GRAIN, SAND, SOME SILT, MICACEOUS, RELICT BEDDING STRUCTURE, MOIST.",NA,SILTY SAND
B4MWT,20,29,1997-11-05T07:00:00Z,SM,NA,"FILL: MEDIUM DENSE, WEAK RED, MOTTLED (LIGHT/DARK BROWN), VERY FINE GRAIN, SAND, SOME SILT, BLACK MANGANESE, LITTLE MICA, WEATHERED QUARTZ VEINS (WHITE), MOIST.",NA,SILTY SAND
B4MWT,110,120,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, VERY WEATHERED, BROWN  LITTLE GARNETS (VERY WEATHERED COARSE GRAIN IN SIZE), LITTLE AMPHIBOILE (BLACK FINE GRAIN), LITTLE QUARTZ/ PLAGIOCLASE, TRACE MUSCOVITE/ BIOTITE FRAGMENTS, WET",NA,NDPS
B4MWT,220,230,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, BLACK, HARD, QUARTZ PRESENT, WET.",NA,NDPS
B4MWT,230,237,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, BLACK, QUARTZ, FELSAPAR, WET.",NA,NDPS
B4MWT,140,146,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, VERY WEATHERED, LITTLE AMPHIBOLE (BLACK, FINE GRAIN), LITTLE GARNETS (VERY WEATHERED, VERY COARSE GRAIN SIZE, LITTLE PLAGIOCLASE/QUARTZ, WET.",NA,NDPS
B4MWT,146,150,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, DARK GRAY, BROKEN,  LITTLE QUARTZ, PLAGIOCLASE, TRACE MUSCOVITE/BIOTITE.",NA,NDPS
B4MWT,150,160,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, DARK GRAY, BROKEN,  LITTLE PLAGIOCLASE/QUARTZ, LITTLE GARNETS VERY WEATHERED, COARSE GRAIN SIZE, LITTLE IRON STAINING. COMPETENT SCHIST, GARNET WEATHERING DECREASING, IRON STAINING DECREASING AT 159'.",NA,NDPS
B4MWT,160,170,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, DARK GRAY, COMPETENT, SOME PLAGIOCLASE/ QUARTZ, LITTLE AMPHIBOLITE, TRACE GARNETS.",NA,NDPS
B4MWT,170,180,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, DARK GRAY, MUSCOVITE, PLAGIOCLASE, TRACE QUARTZ, GARNETS, SOFTER, WET.",NA,NDPS
B4MWT,60,70,1997-11-05T07:00:00Z,NDPS,NA,"HORN BLEND GNEISS, TRACE QUARTZ, TRACE PLAGIOCLASE, VERY HARD BLACK, COMPETENT, LITTLE IRON STAINING, SCHIST, VERY WEATHERED, (SILT TEXTURE), YELLOWISH RED, WET.  EASY CUTTING (SAPROLITE).",NA,NDPS
B4MWT,70,80,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, SILT TEXTURE, YELLOWISH RED, VERY WEATHERED, LITTLE GARNETS, LITTLE AMPHIBOLE (BLACK), TRACE QUARTZ, TRACE PYRITE, WET.  FIRM CUTTING.",NA,NDPS
B4MWT,80,90,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, VERY WEATHERED, BROWN, LITTLE GARNETS (VERY WEATHERED), LITTLE AMPHIBOILE (BLACK FINE GRAUN), TRACE QUARTZ/ PLAGIOCLASE, TRACE PYRITE, TRACE MUSCOVITE/ BIOTITE.",NA,NDPS
B4MWT,90,100,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, VERY WEATHERED, BROWN, LITTLE GARNETS (VERY WEATHERED COARSE GRAIN IN SIZE), LITTLE AMPHIBOILE (BLACK FINE GRAIN), TRACE QUARTZ/ PLAGIOCLASE, TRACE MUSCOVITE/ BIOTITE, WET",NA,NDPS
B4MWT,10,17,1997-11-05T07:00:00Z,ML,NA,"FILL: STIFF, REDDISH BROWN, MOTTLED (DARK BROWN, PINK, GRAY), NO PLASTICITY, SILT, LITTLE SAND, VERY FINE GRAIN, TRACE MICA, DRY.",NA,SILT
