LOCID,BEGDEPTH,ENDDEPTH,LOGDATE,ASTMCODE,HS_UNIT,VISDESC,USER_COMMENTS,lithcode
SS009-CDL-MW03,38.5,39.5,2018-11-15T07:00:00Z,ML,NA,"sandy silt (ML), pinkish gray 5YR 7/2, wet, fine, soft",NA,SILT
SS009-CDL-MW03,39.5,41,2018-11-15T07:00:00Z,ML,NA,"sandy silt (ML), reddish gray 5YR 5/2, wet, mottling, fine, non plastic soft",NA,SILT
SS009-CDL-MW03,41,47,2018-11-15T07:00:00Z,ML,NA,"sandy silt (ML), reddish brown 5YR 5/2, wet, dense, very soft, very fine, cohesive, poorly graded, non plastic",NA,SILT
SS009-CDL-MW03,47,49,2018-11-15T07:00:00Z,ML,NA,"sandy silt (ML), weak red 10R 5/2, wet, dense, firm, mottles, non plastic, very fine, poorly graded",NA,SILT
SS009-CDL-MW06,0,6,2018-11-20T07:00:00Z,GM,NA,"silty gravel (GM), mottles dark red 2.5YR 3/6 with very dark grayish brown 2.5YR 3/2, moist, dense, firm, backfill, gravel up to 2 diameter slightly plastic",NA,SILTY GRAVEL
SS009-CDL-MW06,6,9,2018-11-20T07:00:00Z,SM,NA,"silty sand (SM), reddish brown 5YR 5/6, moist, dense, firm, micaceous",NA,SILTY SAND
SS009-CDL-MW06,9,14,2018-11-20T07:00:00Z,GM,NA,"silty gravel (GM), reddish brown 5YR 5/6, moist, dense, firm, gravel up to 3 micaceous",NA,SILTY GRAVEL
SS009-CDL-MW06,14,22,2018-11-20T07:00:00Z,SM,NA,"silty sand (SM), with minor gravel 5YR 5/6, reddish brown bands of very pale brown 10YR 7/4 slightly moist, dense, firm, micaceous",NA,SILTY SAND
SS009-CDL-MW06,22,24,2018-11-20T07:00:00Z,SC,NA,"clayey sand (SC), reddish brown 5YR 5/6 with white 2.5Y 8/1 and red 2.5YR 4/6 and reddish yellow 5YR 6/8, and very dark grayish brown 2.5 YR 3/2 very micaceous, moist, medium dense, soft",NA,CLAYEY SAND
SS009-CDL-MW06,24,29,2018-11-20T07:00:00Z,SC,NA,"clayey sand (SC), red 2.5YR 4/6 with lens of white 2.5Y 8/1, dense, medium firm, slightly plastic, micaeous",NA,CLAYEY SAND
SS009-CDL-MW06,29,34,2018-11-20T07:00:00Z,SM,NA,"silty sand with clay (SM), reddish brown 5YR 5/6 with thick lens of mottled reddish brown and white 2.5Y 8/1, slightly moist, dense, soft, some mica",NA,SILTY SAND
SS009-CDL-MW06,34,44,2018-11-20T07:00:00Z,SM,NA,"same as above with thick lens of white 2.5Y 8/1, slightly moist, soft, medium dense micaceous",NA,SILTY SAND
SS009-CDL-MW06,44,50.5,2018-11-20T07:00:00Z,SM,NA,"silty sand with clay (SM), very moist, dense, firm, micaceous",NA,SILTY SAND
SS009-CDL-MW06,50.5,53.5,2018-11-20T07:00:00Z,SM,NA,"silty sand with some clay (SM), very moist, very dense, firm, micaceous brown 10YR 5/3",NA,SILTY SAND
SS009-CDL-SB04,0,1.5,2018-11-20T07:00:00Z,NSNR,NA,"Hand auger location, no lithology recorded",NA,NSNR
SS009-CDL-SB05,0,1.5,2018-11-20T07:00:00Z,NSNR,NA,"Hand auger location, no lithology recorded",NA,NSNR
SS013-MW01,0,4,2018-05-15T06:00:00Z,CH,NA,Sandy fat clay (CH). 5YR 5/8 yellowish red. Moist. Stiff. Massive. High plasticity fines with fine to coarse quartz and mica sands.,NA,CLAY
SS013-MW01,4,5,2018-05-15T06:00:00Z,CH,NA,Sandy fat clay (CH). 7.5YR 6/8 reddish yellow. Moist. Stiff. Massive. High plasticity fines with fine to coarse quartz and mica sands.,NA,CLAY
SS013-MW01,5,11,2018-05-15T06:00:00Z,SM,NA,Silty sand (SM). 7.5YR 6/8 reddish yellow. Moist. Dense. Mostly massive with some reduction. Fine quartz and mica sands with non plastic fines.,NA,SILTY SAND
SS013-MW01,11,20,2018-05-15T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y 6/4 light yellowish brown. Wet. Medium dense. Relict granite. Fine mica sands with non plastic fines.,NA,SAND
SS013-MW01,20,25,2018-05-15T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 5Y 5/3 olive. Wet. Dense. Relict granite. Fine mica sands with non plastic fines.,NA,SAND
SS013-MW02,0,1,2018-05-15T06:00:00Z,CM,NA,Rip rap fill,NA,SILTY CLAY
SS013-MW02,1,4,2018-05-15T06:00:00Z,CH,NA,Sandy fat clay (CH). 10YR 6/8 brownish yellow. Moist. Dense. Massive. High plasticity fines with fine to coarse mica and quartz sands.,NA,CLAY
SS013-MW02,4,10,2018-05-15T06:00:00Z,SM,NA,Silty sand (SM). 10YR 4/4 dark yellowish brown. Moist. Dense. Massive. Fine to medium mica sand with non plastic fines.,NA,SILTY SAND
SS013-MW02,10,15,2018-05-15T06:00:00Z,NSNR,NA,No recovery. Extremely wet and sandy.,NA,NSNR
SS013-MW02,15,20,2018-05-15T06:00:00Z,CH,NA,Sandy fat clay (CH). Primarily 2.5Y 7/3 pale yellow with secondary matric of 10YR 6/8 yellowish brown and 5YR 4/6 yellowish red. Wet. Soft. High plasticity fines with medium quartz sands.,NA,CLAY
SS013-MW02,20,25,2018-05-15T06:00:00Z,SP,NA,Poorly graded sand (SP). 10YR 7/2 light gray. Wet. Dense. Relict granite. Medium quartz sands with fine to medium mica sands.,NA,SAND
SS013-MW03,0,4,2018-05-15T06:00:00Z,CH,NA,Sandy fat clay (CH). 10YR 6/8 brownish yellow. Moist. Dense. Massive. High plasticity fines with fine to coarse mica and quartz sands.,NA,CLAY
SS013-MW03,4,5,2018-05-15T06:00:00Z,SM,NA,"Silty sand (SM). 10YR 4/4 dark yellowish brown. Moist. Dense. Massive. Fine to medium mica sand with non plastic fines, trace granite gravels.",NA,SILTY SAND
SS013-MW03,5,6,2018-05-15T06:00:00Z,SP,NA,Poorly graded sand (SP). 10YR 7/3 very pale brown. Moist. Very loose. Massive. Medium quartz sands.,NA,SAND
SS013-MW03,6,7.5,2018-05-15T06:00:00Z,CM,NA,Concrete,NA,SILTY CLAY
SS013-MW03,7.5,10,2018-05-15T06:00:00Z,SP,NA,Poorly graded sand (SP). 10YR 7/3 very pale brown. Moist. Very loose. Massive. Medium quartz sands.,NA,SAND
SS013-MW03,10,11,2018-05-15T06:00:00Z,CM,NA,Concrete,NA,SILTY CLAY
SS013-MW03,11,15,2018-05-15T06:00:00Z,SPSC,NA,Poorly graded sand with clay (SP-SC). 2.5Y 6/4 light yellowish brown. Wet. Dense. Relict granite. Fine to medium quartz and mica sands with high plasticity fines.,NA,SAND
SS013-MW03,15,20,2018-05-15T06:00:00Z,NSNR,NA,No recovery. Extremely wet and sandy.,NA,NSNR
SS013-MW03,20,30,2018-05-15T06:00:00Z,SPSC,NA,Poorly graded sand with clay (SP-SC). 2.5Y 6/4 light yellowish brown. Wet. Dense. Relict granite. Fine to medium quartz and mica sands with high plasticity fines.,NA,SAND
SWMU10-MW01,0,3,2018-05-17T06:00:00Z,SC,NA,Clayey sand (SC). 10YR 5/3 brown. Moist. Medium dense. Massive. Fine to coarse mica and quartz sands with low to medium plasticity fines.,NA,CLAYEY SAND
SWMU10-MW01,3,5,2018-05-17T06:00:00Z,SM,NA,Silty sand (SM). 7.5YR 3/4 dark brown. Moist. Very dense. Mostly massive with some zones of oxidation. Fine quartz and mica sands with non plastic fines and trace quartz gravels.,NA,SILTY SAND
SWMU10-MW01,5,7.5,2018-05-17T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 7.5YR 6/8 reddish yellow. Moist. Dense. Oxidized. Fine to medium mica and quartz sands with non plastic fines and trace granite gravels.,NA,SAND
SWMU10-MW01,7.5,10,2018-05-17T06:00:00Z,SM,NA,Silty sand (SM). 10YR 6/4 light yellowish brown. Moist. Dense. Flowing zones of oxidation indicate this is sometimes the top of the water table. Fine quartz and mica sands with non plastic fines.,NA,SILTY SAND
SWMU10-MW01,10,12.5,2018-05-17T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y 5/4 light olive brown. Moist. Medium dense. Oxidized. Fine to medium mica and quartz sands with non plastic fines.,NA,SAND
SWMU10-MW01,12.5,20,2018-05-17T06:00:00Z,NSNR,NA,No recovery. Very wet. Slipped from barrel.,NA,NSNR
SWMU10-MW01,20,21,2018-05-17T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y 4/3 olive brown. Wet. Medium dense. Relict garnet schist. Fine to medium mica sands with non plastic fines.,NA,SAND
SWMU10-MW01,21,28,2018-05-17T06:00:00Z,SWSC,NA,Well graded sand with clay (SW-SC). 5Y 8/1 white. Wet. Dense. Relict granite. Well graded quartz and mica sands with medium to high plasticity fines.,NA,SAND
SWMU10-MW01,28,30,2018-05-17T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y 4/3 olive brown. Moist. Medium dense. Relict garnet schist. Fine to medium mica sands with non plastic fines.,NA,SAND
SWMU10-MW01,30,33,2018-05-17T06:00:00Z,SP,NA,Poorly graded sand (SP). 2.5Y 4/4 olive brown. Moist. Dense. Relict granite. Fine to medium mica and quartz sands.,NA,SAND
SWMU10-MW01,33,34,2018-05-17T06:00:00Z,SWSC,NA,Well graded sand with clay (SW-SC). 5Y 8/1 white. Wet. Dense. Relict granite. Well graded quartz and mica sands with medium to high plasticity fines.,NA,SAND
SWMU10-MW01,34,49,2018-05-17T06:00:00Z,SP,NA,Poorly graded sand (SP). 2.5Y 4/4 olive brown. Moist. Dense. Relict granite. Fine to medium mica and quartz sands.,NA,SAND
SWMU10-MW01,49,63,2018-05-17T06:00:00Z,SPSC,NA,Poorly graded sand with clay (SP-SC). 2.5Y 3/1 very dark gray. Dry. Very dense. Relict garnet gneiss. Fine to medium quartz and mica sands with medium to high plasticity fines.,NA,SAND
SWMU10-MW01,63,69.5,2018-05-17T06:00:00Z,NSNR,NA,No recovery,NA,NSNR
SWMU10-MW01,69.5,70,2018-05-17T06:00:00Z,CM,NA,Garnet gneiss. Very strong. Dark gray and light gray. Intensely banded. Slightly decomposed to fresh. Competent. Slightly fractured to unfractured.,NA,SILTY CLAY
SWMU10-MW02,0,16,2018-05-18T06:00:00Z,SM,NA,Silty sand (SM). 5YR 5/6 yellowish red. Moist. Dense. Massive with spots of reduction. Fine quartz and mica sands with non plastic to low plasticity fines.,NA,SILTY SAND
SWMU10-MW02,16,23,2018-05-18T06:00:00Z,CH,NA,Fat clay with sand (CH). 7.5YR 6/8 reddish yellow. Wet. Dense. Flowing bands of oxidation and spots of reduction. High plasticity fines with fine quartz and mica sands.,NA,CLAY
SWMU10-MW02,23,25,2018-05-18T06:00:00Z,SPSC,NA,Poorly graded sand with clay (SP-SC). 5Y 8/1 white. Wet. Dense. Relict granite. Fine to medium quartz and mica sands with medium plasticity fines.,NA,SAND
SWMU10-MW02,25,35,2018-05-18T06:00:00Z,CH,NA,Fat clay with sand (CH). 7.5YR 6/8 reddish yellow. Wet. Dense. Flowing bands of oxidation and spots of reduction. High plasticity fines with fine quartz and mica sands.,NA,CLAY
SWMU10-MW02,35,36,2018-05-18T06:00:00Z,SP,NA,Poorly graded sand (SP). 2.5Y 7/3 pale yellow. Wet. Loose. Structure not apparent from returns. Medium quartz sands.,NA,SAND
SWMU10-MW02,36,37,2018-05-18T06:00:00Z,SW,NA,Well graded sand (SW). 5Y 8/1 white. Wet. Loose. Massive. Well graded quartz sands with non plastic fines.,NA,SAND
SWMU10-MW02,37,38,2018-05-18T06:00:00Z,SP,NA,Poorly graded sand (SP). 2.5Y 5/3 light olive brown. Wet. Dense. Relict gneiss. Fine to medium quartz and mica sands with non plastic fines. Quartz gravel at very bottom.,NA,SAND
SWMU10-MW02,38,44,2018-05-18T06:00:00Z,NSNR,NA,No recovery. Drilled like bedrock at 40'bgs.,NA,NSNR
SWMU10-MW02,44,45,2018-05-18T06:00:00Z,CM,NA,Granite. Very strong. Light gray to dark gray. Phaneritic. Fresh. Competent. Unfractured.,NA,SILTY CLAY
SWMU10-MW03,0,5,2018-05-18T06:00:00Z,SC,NA,Clayey sand (SC). 10YR 5/3 brown. Moist. Medium dense. Massive. Fine to coarse mica and quartz sands with low to medium plasticity fines.,NA,CLAYEY SAND
SWMU10-MW03,5,12,2018-05-18T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 5YR 5/8 yellowish red. Moist. Dense. Oxidized. Fine mica sands with non plastic fines.,NA,SAND
SWMU10-MW03,12,20,2018-05-18T06:00:00Z,SM,NA,Silty sand (SM). 10YR 5/8 yellowish brown. Wet. Medium dense. Flowing bands of oxidation and spots of reduction. Fine to mica and quartz sands with non plastic fines.,NA,SILTY SAND
SWMU10-MW03,20,35,2018-05-18T06:00:00Z,SWSC,NA,Well graded sand with clay and gravel (SW-SC). 7.5YR 7/8 reddish yellow. Wet. Medium dense. Heavily oxidized with spots of reduction. Well graded quartz sands with quartz gravels and high plasticity fines.,NA,SAND
SWMU10-MW03,35,40,2018-05-18T06:00:00Z,SW,NA,Well graded sand with gravel (SW). 5Y 6/3 pale olive. Moist to wet. Dense. Relict granite with granite gravels. Well graded quartz and granite sands.,NA,SAND
SWMU10-MW03,40,50,2018-05-18T06:00:00Z,SPSC,NA,Poorly graded sand with clay (SP-SC). 2.5Y 6/3 light yellowish brown. Moist. Dense. Relict gneiss. Fine quartz and mica sands with low plasticity to medium plasticity fines.,NA,SAND
SWMU10-MW03,50,55,2018-05-18T06:00:00Z,SPSC,NA,Poorly graded sand with clay (SP-SC). 2.5Y 6/3 light yellowish brown. Moist. Dense. Relict garnet gneiss. Fine quartz and mica sands with low plasticity to medium plasticity fines.,NA,SAND
SWMU10-MW03,55,60,2018-05-18T06:00:00Z,SPSC,NA,Poorly graded sand with clay (SP-SC). 2.5Y 6/3 light yellowish brown. Moist. Very Dense. Relict garnet gneiss. Fine quartz and mica sands with low plasticity to medium plasticity fines.,NA,SAND
SWMU10-MW03,60,64,2018-05-18T06:00:00Z,NSNR,NA,No recovery,NA,NSNR
SWMU10-MW03,64,66,2018-05-18T06:00:00Z,CM,NA,Garnet gneiss. Very strong. White and dark gray. Intensely foliated. Fresh. Competent. Unfractured.,NA,SILTY CLAY
SWMU10-MW04,0,5,2018-05-21T06:00:00Z,ML,NA,"Silt with sand (ML), 5YR 4/4, reddish brown, dry, soft, non-plastic, noncohesive, massive, few fine sand.",NA,SILT
SWMU10-MW04,5,8,2018-05-21T06:00:00Z,ML,NA,"Silt with sand (ML). 5YR 4/4, reddish brown, moist, soft, non-plastic, noncohesive, massive, few fine sand.",NA,SILT
SWMU10-MW04,8,10,2018-05-21T06:00:00Z,ML,NA,"Sandy silt (ML). 5YR 5/2 reddish gray, moist, some well sorted sand, redox features.",NA,SILT
SWMU10-MW04,10,15,2018-05-21T06:00:00Z,ML,NA,"Silt with sand (ML), wet, soft, massive, non-plastic, few fine to medium sands, 5YR 6/3 light reddish brown.",NA,SILT
SWMU10-MW04,15,17,2018-05-21T06:00:00Z,CL,NA,"Clay (CL), 5YR 8/1, white, moist, stained, low plasticity, kaolinitic.",NA,CLAY
SWMU10-MW04,17,20,2018-05-21T06:00:00Z,ML,NA,"Silt (ML), 5YR 5/3 reddish brown, wet, soft, micas.",NA,SILT
SWMU10-MW04,20,25,2018-05-21T06:00:00Z,ML,NA,"Silt (ML), 5YR 5/3, reddish brown, wet, soft, bedded with white clay, few medium sands, redox staining.",NA,SILT
SWMU10-MW04,25,26,2018-05-21T06:00:00Z,CL,NA,"Clay (CL), 7.5YR 6/6 reddish yellow, wet.",NA,CLAY
SWMU10-MW04,26,30,2018-05-21T06:00:00Z,ML,NA,"Silt with sand (ML) 5YR 5/3, reddish brown, few medium sands.",NA,SILT
SWMU10-MW04,30,31,2018-05-21T06:00:00Z,CH,NA,"Clay (CH), 2.5Y 8/1 white, wet, high plastic, massive, some medium to coarse sand.",NA,CLAY
SWMU10-MW04,31,35,2018-05-21T06:00:00Z,ML,NA,"Silt (ML), 7.5YR 5/4 brown, laminated, medium dense, few fine sand.",NA,SILT
SWMU10-MW04,35,40,2018-05-21T06:00:00Z,ML,NA,"Silt (ML), 7.5YR 5/2 brown, wet, massive with minor lamination, soft clay bed (5cm), muscovite.",NA,SILT
SWMU10-MW04,40,43.5,2018-05-21T06:00:00Z,ML,NA,"Silt (ML), 7.5YR 5/2 brown, wet, massive with minor lamination, soft clay bed (5cm), muscovite, thinly bedded with clay.",NA,SILT
SWMU10-MW04,43.5,47,2018-05-21T06:00:00Z,CL,NA,"Clay (CL), 2.5YR 8/1, white, wet, some medium to coarse sand, soft.",NA,CLAY
SWMU10-MW04,47,50,2018-05-21T06:00:00Z,SWSM,NA,"Well-graded sand with silt (SW-SM), 7.5YR 7/1 light gray, laminated, fine to coarse, medium dense, wet.",NA,SAND
SWMU10-MW04,50,55,2018-05-21T06:00:00Z,SWSM,NA,"Well-graded sand with silt (SW-SM), 7.5YR 7/1 light gray, laminated, fine to coarse, medium dense, wet.",NA,SAND
SWMU10-MW04,55,60,2018-05-21T06:00:00Z,SWSM,NA,"Well-graded sand with silt (SW-SM), 7.5YR 7/1 light gray, laminated, fine to coarse, very stiff to stiff, dry.",NA,SAND
SWMU10-MW04,60,65,2018-05-21T06:00:00Z,NSNR,NA,No recovery,NA,NSNR
SWMU10-MW04,65,68,2018-05-21T06:00:00Z,SWSM,NA,"well-graded sand with silt (SW-SM), 7.5YR 7/1 light gray, laminated, fine to coarse, very stiff to stiff, dry.",NA,SAND
SWMU10-MW04,68,72,2018-05-21T06:00:00Z,CM,NA,"Biotite gneiss, degraded 2-3 pucks, some disintegration.",NA,SILTY CLAY
SWMU10-MW05,0,0.5,2018-05-22T06:00:00Z,CM,NA,concrete.,NA,SILTY CLAY
SWMU10-MW05,0.5,5,2018-05-22T06:00:00Z,ML,NA,"Silt with sand (ML), 7.5 5/3 brown, soft, massive, trace clay, moist.",NA,SILT
SWMU10-MW05,5,10,2018-05-22T06:00:00Z,ML,NA,"Silt with sand (ML), 7.5YR 6/3 light brown, moist, wet, some fine to coarse grained sand, thinly bedded with muscovite and clay, redox features present.",NA,SILT
SWMU10-MW05,10,15,2018-05-22T06:00:00Z,ML,NA,"Sandy silt (ML), 7.5YR 6/3 light brown, moist to wet, some fine to coarse grained sand, thinly bedded with muscovite and clay, redox features present.",NA,SILT
SWMU10-MW05,15,20,2018-05-22T06:00:00Z,ML,NA,"Sandy silt (ML), 7.5YR 4/3 brown, wet, bedded with 7.5YR 6/6 reddish yellow clay, soft, manganese concentrations, some medium to coarse sand.",NA,SILT
SWMU10-MW05,20,22.5,2018-05-22T06:00:00Z,ML,NA,"Sandy silt (ML), 7.5YR 4/3 brown, wet, >30% sand, massive, trace thin beds of clay.",NA,SILT
SWMU10-MW05,22.5,33,2018-05-22T06:00:00Z,ML,NA,"Silt with sand (ML), 5YR 4/3 reddish brown,, <15% sand, very soft, laminated, saprolitic.",NA,SILT
SWMU10-MW05,33,35,2018-05-22T06:00:00Z,CL,NA,"Clay (CL), 5YR 6/6 reddish yellow, low plasticity, mottled with manganese, redox features present, massive, few fine to coarse sand grains.",NA,CLAY
SWMU10-MW05,35,48,2018-05-22T06:00:00Z,ML,NA,"Silt with sand (ML), 7.5YR 3/3 dark brown, laminated and bedded with clayey sand, few quartz gravels, redox features present, increasing sand content with depth.",NA,SILT
SWMU10-MW05,48,50,2018-05-22T06:00:00Z,SC,NA,"Clayey sand with gravel (SC), 10R 3/6 dark red with 10R 8/4 pink, wet, medium dense, some cemented fine sands, some fine quartz gravel, well graded.",NA,CLAYEY SAND
SWMU10-MW05,50,58,2018-05-22T06:00:00Z,SWSC,NA,"Well-graded sand with clay and gravel (SW-SC), 5YR 7/4 pink, loose, thinly bedded with clay, muscovite, plagioclase, quartz.",NA,SAND
SWMU10-MW05,58,62,2018-05-22T06:00:00Z,SPSM,NA,"Poorly graded sand with silt (SP-SM), 5YR 8/1 white, wet, fine grained trace coarse sand grains, bedded with silt.",NA,SAND
SWMU10-MW05,62,65,2018-05-22T06:00:00Z,ML,NA,"Silt (ML), 10YR 5/3 brown, laminated, trace sand, stiff.",NA,SILT
SWMU10-MW05,65,70,2018-05-22T06:00:00Z,SWSC,NA,"Well graded sand with clay and gravel (SW-SC), 10YR 7/2 light gray, dense, fine to coarse with fine gravel, thinly bedded with silt.",NA,SAND
SWMU10-MW05,70,76,2018-05-22T06:00:00Z,ML,NA,"PWR, silty with few coarse sands, very stiff, 10YR 5/1 gray.",NA,SILT
SWMU10-MW05,76,82,2018-05-22T06:00:00Z,NSNR,NA,No recovery,NA,NSNR
SWMU102-MW02,0,5,2018-06-13T06:00:00Z,SM,NA,Silty sand (SM). 5YR 5/6 yellowish red. Dry. Mense. Massive. Fine to medium mica sands with non plastic fines.,NA,SILTY SAND
SWMU102-MW02,5,10,2018-06-13T06:00:00Z,CH,NA,Gravelly fat clay with sand (CH). 5YR 5/6 yellowish red. Moist. Stiff. Massive. High plasticity fines with fine to coarse granitic sands and gravels.,NA,CLAY
SWMU102-MW02,10,17,2018-06-13T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 10YR 5/3 brown. Moist. Dense. Massive. Fine mica sands with non plastic fines.,NA,SAND
SWMU102-MW02,17,22,2018-06-13T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 10YR 5/2 grayish brown. Wet. Dense. Massive. Fine mica sands with non plastic fines.,NA,SAND
SWMU102-MW02,22,24.5,2018-06-13T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 10YR 5/2 grayish brown. Moist. Very dense. Massive. Fine mica sands with non plastic fines.,NA,SAND
SWMU102-MW02,24.5,30,2018-06-13T06:00:00Z,SP,NA,Poorly graded sand (SP). 10YR 8/6 yellow. Moist. Medium dense. Relict granite. Fine quartz and mica sands with non plastic fines.,NA,SAND
SWMU102-MW03,0,5,2018-06-13T06:00:00Z,SM,NA,Silty sand (SM). 5YR 5/6 yellowish red. Dry. Dense. Massive. Fine to medium mica sands with non plastic fines.,NA,SILTY SAND
SWMU102-MW03,5,17,2018-06-13T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 10YR 6/3 pale brown. Dry. Loose. Massive. Fine quartz and mica sands with non plastic fines.,NA,SAND
SWMU102-MW03,17,22,2018-06-13T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 10YR 6/3 pale brown. Wet. Loose. Massive. Fine quartz and mica sands with non plastic fines.,NA,SAND
SWMU102-MW03,22,24.5,2018-06-13T06:00:00Z,SP,NA,Poorly graded sand (SP). 10YR7/2 light gray. Wet. Medium dense. Relict granite. Fine to medium quartz sands with non plastic fines.,NA,SAND
SWMU102-MW03,24.5,25,2018-06-13T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y 5/2 grayish brown. Dry. Very dense. Relict granite. Fine quartz and mica sands with non plastic fines.,NA,SAND
SWMU102-SB101,0,10,2018-06-21T06:00:00Z,NSNR,NA,Hand augered. No lithological description.,NA,NSNR
SWMU14/89-MW01,0,3,2018-03-14T06:00:00Z,SM,NA,Silty sand with gravel (SM). 7.5YR5/6 strong brown. Dry. Dense. Massive. Fine to coarse mica sands with non plastic fines and granite gravels.,NA,SILTY SAND
SWMU14/89-MW01,3,5,2018-03-14T06:00:00Z,CH,NA,Fat clay with sand (CH). 5YR5/8 yellowish red.,NA,CLAY
SWMU14/89-MW01,5,11,2018-03-14T06:00:00Z,ML,NA,Sandy silt (ML). 5YR5/8 yellowish red. Dry. Medium consistency. Thin zones of oxidation throughout. Non plastic fines with fine mica sands.,NA,SILT
SWMU14/89-MW01,11,15,2018-03-14T06:00:00Z,GW,NA,"Well graded gravel with sand (GW). 5YR6/1 gray. Wet at 13'-13.5'bgs, moist elsewhere. Medium dense to loose. Massive. Moderately decomposed to fresh granite gravels and sands.",NA,GRAVEL
SWMU14/89-MW01,15,23.5,2018-03-14T06:00:00Z,SP,NA,Poorly graded sand (SP). 2.5Y6/4 light yellowish brown. Moist. Medium dense. Relict granite structure. Fine to medium granite sands with trace granite gravels.,NA,SAND
SWMU14/89-MW01,23.5,25,2018-03-14T06:00:00Z,ML,NA,Sandy silt (ML). 5YR5/8 yellowish red. Dry. Medium consistency. Thin zones of oxidation throughout. Non plastic fines with fine mica sands.,NA,SILT
SWMU14/89-MW01,25,30,2018-03-14T06:00:00Z,GW,NA,"Well graded gravel with sand (GW). 5YR6/1 gray. Wet at 13'-13.5'bgs, wet elsewhere. Medium dense to loose. Massive. Moderately decomposed to fresh granite gravels and sands.",NA,GRAVEL
SWMU14/89-MW01,30,35,2018-03-14T06:00:00Z,SP,NA,Poorly graded sand (SP). 2.5Y6/4 light yellowish brown. Moist. Medium dense. Relict granite structure. Fine to medium granite sands with trace granite gravels.,NA,SAND
SWMU14/89-MW01,35,50,2018-03-14T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y6/4 light yellowish brown. Wet. Loose. Relict granite with flowing bands of oxidation. Fine to medium mica sands with non plastic fines.,NA,SAND
SWMU14/89-MW01,50,55,2018-03-14T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y6/4 light yellowish brown. Wet to moist. Loose. Relict granite with flowing bands of oxidation. Fine to medium mica sands with non plastic fines.,NA,SAND
SWMU14/89-MW01,55,65,2018-03-14T06:00:00Z,SPSM,NA,Poorly graded sand with silt (SP-SM). 2.5Y6/4 light yellowish brown. Wet. Loose. Relict granite with flowing bands of oxidation. Fine to medium mica sands with non plastic fines.,NA,SAND
SWMU14/89-MW01,65,80,2018-03-14T06:00:00Z,NSNR,NA,No recovery,NA,NSNR
SWMU14/89-MW01,80,81,2018-03-14T06:00:00Z,NSNR,NA,No recovery. Well graded sand but it appears all fines have been washed out.,NA,NSNR
SWMU14/89-MW01,81,82,2018-03-14T06:00:00Z,CM,NA,Granite. Very strong. Light gray. Phaneritic. Fresh. Competent. Unfractured.,NA,SILTY CLAY
SWMU14/89-MW03,0,3,2018-03-15T06:00:00Z,GW,NA,Well graded gravel with sand (GW). 10YR4/4 dark yellowish brown. Dry. Dense. Massive. Aggregate fill.,NA,GRAVEL
SWMU14/89-MW03,3,6,2018-03-15T06:00:00Z,CH,NA,Fat clay with sand (CH). 2.5YR4/8 red. Dry. Hard. Massive. High plasticity fines with fine to coarse mica sands.,NA,CLAY
SWMU14/89-MW03,6,7,2018-03-15T06:00:00Z,SW,NA,Well graded sand with gravel (SW). 7.5YR4/6 strong brown. Moist. Very dense. Massive. Granitic sands and gravels.,NA,SAND
SWMU14/89-MW03,7,20,2018-03-15T06:00:00Z,SPSM,NA,"Poorly graded sand with silt (SP-SM). 7.5YR4/6 strong brown. Dry to moist. Dense. Relict granite structure. Fine to medium granitic sands with non plastic fines and highly decomposed, oxidized granite gravels.",NA,SAND
SWMU14/89-MW03,20,23,2018-03-15T06:00:00Z,SPSM,NA,"Poorly graded sand with silt (SP-SM). 7.5YR4/6 strong brown. Moist. Dense. Relict granite structure. Fine to medium granitic sands with non plastic fines and highly decomposed, oxidized granite gravels, trace competent granitic gravels.",NA,SAND
SWMU14/89-MW03,23,33,2018-03-15T06:00:00Z,SPSM,NA,"Poorly graded sand with silt (SP-SM). 7.5YR4/6 strong brown. Dry to moist. Dense. Relict granite structure. Fine to medium granitic sands with non plastic fines and highly decomposed, oxidized granite gravels.",NA,SAND
SWMU14/89-MW03,33,35,2018-03-15T06:00:00Z,GW,NA,Well graded gravel with silt and sand (GW-GM). 10YR4/3 brown. Wet. Dense. Massive. Granite gravels and sands with non plastic fines.,NA,GRAVEL
