"","DPT_ID","top","bottom","mean.IK"
"297","DPT12A",16,17,2.59169166666667
"298","DPT12A",17,18,1.94141538461538
"299","DPT12A",18,19,1.32652142857143
"300","DPT12A",19,20,1.42500769230769
"301","DPT12A",20,21,2.29362941176471
"302","DPT12A",21,22,2.37015625
"303","DPT12A",22,23,1.23462777777778
"304","DPT12A",23,24,1.98275
"305","DPT12A",24,25,1.80846111111111
"306","DPT12A",25,26,0.51425
"307","DPT12A",26,27,1.18855
"308","DPT12A",27,28,1.62504375
"309","DPT12A",28,29,1.45544666666667
"310","DPT12A",29,30,2.0260625
"311","DPT12A",30,31,1.5202
"312","DPT12A",31,32,1.46869411764706
"313","DPT12A",32,33,1.34465294117647
"314","DPT12A",33,34,1.63295
"315","DPT12A",34,35,1.24754666666667
"316","DPT12A",35,36,0.932372222222222
"317","DPT12A",36,37,0.494482352941177
"318","DPT12A",37,38,0.0066
"319","DPT12A",38,39,0.0066
"320","DPT12A",39,40,0.00647777777777778
"321","DPT12A",40,41,1.44949444444444
"322","DPT12A",41,42,2.49968888888889
"323","DPT12A",42,43,2.431
"324","DPT12A",43,44,1.51539473684211
"325","DPT12A",44,45,1.14811052631579
"326","DPT12A",45,46,2.87766111111111
"327","DPT12A",46,47,3.50661666666667
"328","DPT12A",47,48,3.34318947368421
"329","DPT12A",48,49,2.77719444444444
"330","DPT12A",49,50,2.39695789473684
"331","DPT12A",50,51,2.28047368421053
"332","DPT12A",51,52,2.33615555555556
"333","DPT12A",52,53,2.231845
"334","DPT12A",53,54,2.53684444444444
"335","DPT12A",54,55,1.28080526315789
"336","DPT12A",55,56,0.230015789473684
"337","DPT12A",56,57,1.26753
"338","DPT13A",39,40,4.269375
"339","DPT13A",40,41,3.3043
"340","DPT13A",41,42,0.9321
"341","DPT13A",42,43,1.2141
"342","DPT13A",43,44,2.0537
"343","DPT13A",44,45,1.29735
"344","DPT13A",45,46,2.57235
"345","DPT13A",46,47,2.22318947368421
"346","DPT13A",47,48,1.97658947368421
"347","DPT13A",48,49,2.30887058823529
"348","DPT13A",49,50,2.1388
"349","DPT13A",50,51,1.30978421052632
"350","DPT13A",51,52,1.39774736842105
"351","DPT13A",52,53,1.91946315789474
"352","DPT13A",53,54,2.18752105263158
"353","DPT13A",54,55,2.3121
"354","DPT13A",55,56,2.21134736842105
"355","DPT13A",56,57,2.105235
"356","DPT13A",57,58,1.26516315789474
"357","DPT13A",58,59,1.3779
"358","DPT13A",59,60,1.7154
"359","DPT13A",60,61,1.46557894736842
"360","DPT13A",61,62,1.27908947368421
"361","DPT13A",62,63,1.86318947368421
"362","DPT13A",63,64,2.60748947368421
"363","DPT13A",64,65,2.283705
"364","DPT13A",65,66,2.48589473684211
"365","DPT13A",66,67,1.67319
"366","DPT13A",67,68,0.908242105263158
"367","DPT13A",68,69,1.473
"368","DPT13A",69,70,2.3178
"369","DPT13A",70,71,1.8074
"370","DPT13A",71,72,1.66324736842105
"371","DPT13A",72,73,2.08203157894737
"372","DPT13A",73,74,2.17837894736842
"373","DPT13A",74,75,2.0006
"374","DPT13A",75,76,2.32398947368421
"375","DPT13A",76,77,1.5521
"376","DPT13A",77,78,0.6336
"377","DPT13A",78,79,0.83965
"378","DPT13A",79,80,0.633742105263158
"379","DPT13A",80,81,0.412768421052632
"380","DPT13A",81,82,2.84706
"381","DPT14A",39,40,3.8097
"382","DPT14A",40,41,3.24725
"383","DPT14A",41,42,1.82488235294118
"384","DPT14A",42,43,1.5577
"385","DPT14A",43,44,1.48272352941176
"386","DPT14A",44,45,0.57125
"387","DPT14A",45,46,0.88575
"388","DPT14A",46,47,0.804173684210526
"389","DPT14A",47,48,1.0458
"390","DPT14A",48,49,1.56822631578947
"391","DPT14A",49,50,2.88937894736842
"392","DPT14A",50,51,2.8034
"393","DPT14A",51,52,1.35738947368421
"394","DPT14A",52,53,1.82846842105263
"395","DPT14A",53,54,1.23795
"396","DPT14A",54,55,0.716535
"397","DPT14A",55,56,0.984825
"398","DPT14A",56,57,0.641273684210526
"399","DPT14A",57,58,0.165457894736842
